嚜燕ostDate,Stockcode,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2018/7/4,000063,2,1964,3,3,1.5,0.69,2.5,823,59,C39,,
2018/7/3,000063,1,100337,89,0,20,4.22,4,2665,375,C39,,
2018/7/2,000063,1,562,0,1,0,0.68,2.5,823,59,C39,,
2018/6/28,000063,1,5676,9,1,2,0.17,3.5,9298,299,C39,,
2018/6/27,000063,1,551,1,1,0,0.67,2.5,823,59,C39,,
2018/6/26,000063,3,62954,82.67,80,89,3.98,3.33,1538.67,458.33,C39,,
2018/6/25,000063,4,6399.5,7.25,5.75,8.75,0.73,3,3506.33,358.67,C39,,
2018/6/20,000063,3,544856.33,205.33,204,51,5.11,4,2866.5,157,C39,,
2018/6/14,000063,1,2902,7,6,0,3.07,3,1019,300,C39,,
2018/1/26,000063,1,49548,86,8,11,1.41,3,1798,334,C39,,
2018/1/20,000063,1,87781,91,41,17,1.85,2.5,211,320,C39,,
2018/10/14,000065,1,18680,35,7,1,7.18,3.5,883,390,E48,,
2018/2/5,000065,1,125526,78,19,7,6.49,3.5,883,342,E48,,
2018/12/31,000066,1,1332,2,0,1,5.85,3.5,488,301,C39,,
2018/12/27,000066,3,35413.67,160.33,49.67,17.33,4.51,3.33,490,2110,C39,,
2018/12/13,000066,2,13144.5,36,10.5,5,4.28,2.5,977.5,162.5,C39,,
2018/5/31,000066,1,6725,22,9,0,3.97,2.5,636,370,C39,,
2018/4/28,000066,2,57784.5,69,58.5,53,4.85,2.5,30,391,C39,,
2018/10/17,000066,2,37903,77.5,59.5,22.5,3.24,3.5,196,7914,C39,,
2018/12/6,000066,1,7223,51,0,1,0.75,4,863,300,C39,,
2018/6/7,000066,1,5966,17,6,3,3.99,2.5,653,342,C39,,
2018/4/27,000066,2,74955.5,18.5,18.5,9,5.08,4,1646,0,C39,,
2018/6/25,000066,1,3011,5,0,2,4.04,2.5,653,342,C39,,
2018/11/19,000066,1,5918,12,9,2,5.08,2.5,282,245,C39,,
2018/11/18,000066,1,15133,2,2,1,2.2,2.5,960,353,C39,,
2018/6/14,000066,1,5926,12,5,0,4.01,2.5,599,321,C39,,
2018/5/29,000066,2,19227.5,51.5,25.5,7.5,3.97,3,735,5879,C39,,
2018/9/7,000066,1,2462,2,1,1,4.06,3,693,340,C39,,
2018/7/20,000066,1,2758,5,5,0,12.09,4.5,251837,0,C39,,
2018/8/8,000066,1,20984,9,9,4,1.22,3,759,0,C39,,
2018/11/26,000066,2,27472,12,12,3,5.67,4,1900,0,C39,,
2018/8/16,000066,2,57097.5,36,24.5,16,4.49,3.75,1209.5,166,C39,,
2018/6/11,000066,1,10076,28,17,2,4,2.5,653,342,C39,,
2018/9/4,000066,1,4302,4,2,1,4.24,2.5,599,319,C39,,
2018/10/22,000066,1,5648,3,3,0,6.5,4,2010,0,C39,,
2018/5/1,000066,1,37492,40,33,29,4.86,2.5,30,391,C39,,
2018/1/7,000066,1,108569,29,29,21,4.78,4,1739,0,C39,,
2018/1/16,000066,1,51951,16,16,4,4.81,4,1739,0,C39,,
2018/2/5,000066,1,1996,0,1,3,2.21,2.5,782,324,C39,,
2018/3/8,000066,1,135164,144,38,11,4.62,3,255,340,C39,,
2018/3/18,000066,2,153526,78,68.5,39,4.86,3.25,854.5,195.5,C39,,
2018/3/19,000066,1,3548,8,5,2,4.74,3.5,3262,375,C39,,
2018/3/20,000066,4,4989.5,7.25,5.5,2,3,2.5,1648,199.5,C39,,
2018/3/28,000066,1,97490,36,36,27,5,4,1739,0,C39,,
2018/4/4,000066,1,36410,51,37,26,4.79,2.5,30,391,C39,,
2018/4/5,000066,1,25165,40,32,19,4.79,2.5,30,391,C39,,
2018/4/8,000066,1,58979,64,50,33,4.8,2.5,30,391,C39,,
2018/4/11,000066,1,26184,45,33,17,4.81,2.5,30,391,C39,,
2018/4/18,000066,1,5283,8,6,1,4.82,3.5,3389,381,C39,,
2018/5/30,000069,1,28677,50,0,6,1.85,2.5,77,359,K70,,
2018/6/28,000069,1,26512,34,27,6,1.35,3,776,340,K70,,
2018/8/23,000069,1,16356,3,3,0,5.41,3.5,2398,0,K70,,
2018/9/11,000069,1,10959,16,2,0,2.01,3,519,302,K70,,
2018/10/12,000069,1,8412,11,1,0,1.57,3,379,358,K70,,
2018/12/26,000069,1,5322,11,5,0,8.13,3,111,306,K70,,
2018/5/18,000069,1,38630,35,9,10,7.52,3,112,331,K70,,
2018/12/19,000070,1,3195,5,0,3,2.97,2.5,189,318,C38,,
2018/12/28,000070,1,1437,4,0,2,2.98,2.5,1000,0,C38,,
2018/12/29,000070,1,10082,26,0,6,4.59,3,1493,344,C38,,
2018/8/17,000070,1,48340,3,3,4,5.39,3,609,0,C38,,
2018/12/6,000078,1,2190,8,0,2,1.91,4,2224,330,F52,,
2018/12/26,000078,1,3262,23,11,0,1.96,3.5,1967,355,F52,,
2018/11/9,000078,2,3791,7.5,6,0.5,4.07,3,267,379,F52,,
2018/11/7,000078,1,3723,13,3,2,4.06,3,267,379,F52,,
2018/11/6,000078,3,3173.67,9.33,3.67,0.67,4.06,3,267,379,F52,,
2018/11/5,000078,3,3327.33,8.67,2,0.33,4.06,3,267,379,F52,,
2018/11/2,000078,1,3013,2,2,0,4.05,3,267,379,F52,,
2018/10/26,000078,1,8123,5,5,9,4.03,3,267,379,F52,,
2018/10/23,000078,1,46005,21,0,4,5.58,3,1156,0,F52,,
2018/8/30,000078,1,72914,23,23,7,5.43,3.5,2620,0,F52,,
2018/5/6,000078,1,22080,57,1,1,4.35,3.5,674,306,F52,,
2018/12/12,000090,1,1952,1,0,1,4.84,4,395,304,E48,,
2018/12/13,000090,4,8476.75,22.25,7.5,3,4.01,2.67,326,333,E48,,
2018/12/25,000090,2,3668,10,5,2.5,3.15,3,288,191.5,E48,,
2018/6/21,000090,1,43461,25,25,9,5.24,3,639,0,E48,,
2018/8/30,000099,1,11216,3,3,0,5.43,3.5,2158,0,G56,,
2018/9/21,000099,1,19839,7,7,2,5.49,3.5,2159,0,G56,,
2018/7/24,000099,2,21067.5,7,7,6.5,5.33,3.5,2172,0,G56,,
2018/6/6,000099,1,13063,8,7,5,3.02,3,313,399,G56,,
2018/4/3,000099,1,40657,89,19,7,2.81,3,92,360,G56,,
2018/2/23,000099,1,67014,122,0,22,2.71,3,92,352,G56,,
2018/10/15,000099,1,11735,6,6,2,5.55,3.5,2158,0,G56,,
2018/11/30,000099,1,6746,1,1,1,5.68,3.5,2158,0,G56,,
2018/11/19,000099,2,16311.5,9.5,9.5,4,5.65,3.5,2182,0,G56,,
2018/11/29,000099,2,8850,19.5,3,5.5,3.47,3,92,4967,G56,,
2018/11/8,000099,1,10576,1,1,2,5.62,3.5,2158,0,G56,,
2018/1/15,000099,1,26154,12,12,0,4.81,3.5,2016,0,G56,,
2018/12/20,000100,4,2810,22.25,6.5,12,4.91,2.67,270.33,351.33,C39,,
2018/12/23,000100,1,1011,0,0,2,9.18,3,646,389,C39,,
2018/12/18,000100,2,1914.5,6.5,3,2.5,6.1,3,1131,349.5,C39,,
2018/12/12,000100,2,3514,10,6.5,6.5,6.02,3,1639.5,327.5,C39,,
2018/12/9,000100,8,5864,15,9.63,3.38,6.12,2.9,582,289.8,C39,,
2018/3/29,000100,1,5752,7,7,0,1.91,2.5,200,94,C39,,
2018/4/22,000100,1,21121,76,9,5,4.32,3.5,674,395,C39,,
2018/5/6,000100,1,17459,61,4,3,4.35,3.5,674,310,C39,,
2018/5/8,000100,1,17098,19,9,6,3.82,4,1276,389,C39,,
2018/8/29,000100,1,14853,4,4,0,5.42,4,1726,0,C39,,
2018/11/14,000100,1,4734,12,7,3,5.06,3.5,324,316,C39,,
2018/12/4,000100,1,3673,5,3,0,2.86,3,2570,326,C39,,
2018/12/7,000100,1,35698,135,73,10,9.14,3,717,360,C39,,
2018/12/8,000100,1,17020,90,38,2,9.14,3,717,359,C39,,
2018/3/1,000100,1,199847,501,61,26,2.8,3.5,496,392,C39,,
2018/3/14,000100,1,8684,15,10,1,2.81,3.5,988,396,C39,,
2018/3/16,000100,1,22487,47,17,8,0.88,3,79,328,C39,,
2018/1/4,000100,1,22888,33,21,6,9.87,3.5,162,317,C39,,
2018/1/3,000100,2,33004,98,64,16,9.87,3.5,161,309,C39,,
2018/1/13,000100,1,6485,5,3,0,9.89,3.5,162,317,C39,,
2018/1/11,000100,2,39375,136.5,83,4,9.89,3.5,161,309,C39,,
2018/12/12,000155,1,4461,11,6,5,2,2.5,269,857,C26,,
2018/12/14,000155,1,6720,6,1,4,5.08,3,428,364,C26,,
2018/12/19,000155,1,5064,3,1,1,5.3,3,816,349,C26,,
2018/12/21,000155,1,11347,10,10,3,5.74,3.5,793,0,C26,,
2018/12/28,000155,2,9224.5,9,1.5,0.5,5.22,3,612.5,346.5,C26,,
2018/11/6,000155,2,24842.5,6,6,0,4.22,2.5,506,248,C26,,
2018/10/30,000155,1,26305,9,10,0,5.59,3.5,792,0,C26,,
2018/11/21,000155,1,41095,29,29,7,5.65,3.5,761,0,C26,,
2018/12/3,000155,2,43279,26,26,5,6.8,4,793,0,C26,,
2018/11/8,000155,1,17434,11,6,2,6.25,2.5,495,362,C26,,
2018/11/23,000155,1,20157,45,46,1,5.66,3.5,792,0,C26,,
2018/11/30,000155,1,6325,1,1,0,6.8,4,0,0,C26,,
2018/12/1,000155,1,4350,7,0,5,2.85,3,1403,297,C26,,
2018/11/7,000155,1,7033,5,2,1,4.98,3,435,721,C26,,
2018/11/16,000155,1,4993,4,3,0,3.32,2.5,127,266,C26,,
2018/6/15,000155,1,7816,13,6,2,10.82,2.5,264,343,C26,,
2018/7/3,000155,1,44621,29,29,4,5.27,3.5,792,0,C26,,
2018/7/4,000155,2,13996.5,17.5,16.5,3.5,3.24,3,380.5,1883.5,C26,,
2018/10/12,000155,1,20552,14,14,1,0.77,2.5,183,710,C26,,
2018/1/26,000155,1,148449,53,53,26,4.84,3.5,793,0,C26,,
2018/6/14,000155,1,75552,31,31,10,5.22,4,1528,0,C26,,
2018/6/13,000155,1,131497,78,78,21,5.21,3.5,793,0,C26,,
2018/12/31,000157,2,4450.5,24.5,0,0.5,4.2,3.5,2256.5,330.5,C35,,
2018/12/29,000157,1,3487,8,6,4,0.45,2.5,343,1196,C35,,
2018/12/13,000157,1,5573,4,2,4,0.41,2.5,382,1309,C35,,
2018/12/12,000157,1,2264,1,0,0,0.4,2.5,343,1199,C35,,
2018/12/10,000157,1,1287,1,0,0,0.4,2.5,343,1196,C35,,
2018/12/4,000157,1,33748,39,29,6,0.38,2.5,343,1199,C35,,
2018/11/21,000157,1,2706,3,2,3,0.35,2.5,343,1199,C35,,
2018/11/13,000157,2,2674.5,2.5,1,1.5,0.32,2.5,343,1204,C35,,
2018/11/8,000157,1,2661,2,1,4,4.47,2.5,111,218,C35,,
2018/8/5,000157,1,1116,1,0,4,6.32,3,208,350,C35,,
2018/9/7,000157,1,4111,3,2,0,0.14,2.5,343,1204,C35,,
2018/9/11,000157,1,4295,4,3,3,0.15,2.5,343,1204,C35,,
2018/7/17,000157,1,20410,21,9,10,4.81,2.5,218,352,C35,,
2018/9/10,000157,1,1340,1,0,0,0.15,2.5,343,1204,C35,,
2018/8/18,000157,1,10940,19,14,3,3.25,3,315,395,C35,,
2018/7/15,000157,1,6755,13,10,2,3.26,3.5,2470,353,C35,,
2018/5/6,000157,1,23362,66,9,4,4.35,3.5,674,309,C35,,
2018/4/17,000157,1,11052,90,0,1,3.02,3.5,2470,330,C35,,
2018/8/31,000157,1,12518,37,31,6,4.93,2.5,218,352,C35,,
2018/4/28,000157,1,17210,22,17,3,3.09,3.5,612,324,C35,,
2018/9/28,000157,1,29937,140,0,8,4.2,3.5,4200,357,C35,,
2018/6/20,000157,1,1935,4,3,1,1.16,2.5,441,68,C35,,
2018/9/6,000157,1,3162,7,6,4,4.3,2.5,111,218,C35,,
2018/8/30,000157,1,1345,2,1,0,6.38,3,208,349,C35,,
2018/7/1,000157,2,13713.5,9,7,3.5,3.42,4,1901,21388,C35,,
2018/4/16,000157,1,5642,38,24,1,3.23,3.5,335,301,C35,,
2018/2/23,000157,1,9065,16,13,0,5.59,4,359,334,C35,,
2018/3/5,000157,1,2012,4,2,0,5.62,4,359,334,C35,,
2018/11/13,000158,1,52380,21,21,10,6.7,3.5,1450,0,C17,,
2018/7/18,000301,1,176657,454,256,18,3.55,3.5,250,329,C28,,
2018/9/16,000301,1,15071,37,9,2,1.78,3,402,326,C28,,
2018/7/11,000301,1,10688,32,23,1,3.64,3,1017,328,C28,,
2018/4/15,000301,1,23827,21,19,27,4.12,3.5,237,350,C28,,
2018/10/24,000333,2,23977.5,15.5,5.5,10,1.7,3.25,1953,4879,C38,,
2018/10/26,000333,1,5583,7,1,5,0.25,2.5,125,330,C38,,
2018/10/28,000333,2,13134.5,29.5,14.5,0,5.01,2.75,1033,373,C38,,
2018/10/29,000333,2,12429,32,14.5,0,2.49,3.25,2903.5,381.5,C38,,
2018/10/31,000333,2,13474.5,28.5,18.5,3.5,2.65,2.75,757,367.5,C38,,
2018/11/1,000333,1,53022,92,13,6,7.76,4.5,2539,97183,C38,,
2018/11/3,000333,2,13803,35,4,5.5,1.55,3.25,1159.5,373.5,C38,,
2018/11/4,000333,1,23621,43,42,0,1.42,2.5,118,379,C38,,
2018/11/11,000333,1,10052,11,3,0,3.19,3,2044,314,C38,,
2018/11/15,000333,2,13660.5,23,6,16,0.31,3,222,1617,C38,,
2018/11/21,000333,4,8553.5,8.5,2.25,4.5,4.57,2.5,1687.75,9033.25,C38,,
2018/12/14,000333,1,4502,6,0,8,4.26,3,781,319,C38,,
2018/12/17,000333,1,4432,37,37,1,1.54,2.5,118,379,C38,,
2018/12/25,000333,2,6859.5,17.5,13.5,12.5,2.18,2.75,396,315.5,C38,,
2018/12/28,000333,2,2871,10.5,7,2.5,1.65,2.5,455.5,178,C38,,
2018/12/29,000333,1,2744,23,0,2,1.2,2.5,669,308,C38,,
2018/12/30,000333,1,2744,6,0,10,2.68,3,1032,397,C38,,
2018/3/31,000333,1,10469,8,6,1,2.85,3.5,963,358,C38,,
2018/6/25,000333,1,2778,4,1,0,0.16,3.5,9298,299,C38,,
2018/7/5,000333,1,20458,27,17,3,2.74,3,593,383,C38,,
2018/8/20,000333,1,4614,6,5,1,9.68,3.5,6715,360,C38,,
2018/8/26,000333,1,10981,10,10,3,9.69,3.5,6715,360,C38,,
2018/8/30,000333,1,10752,4,2,2,1.16,3,556,326,C38,,
2018/8/31,000333,1,11333,15,8,8,0.1,2.5,125,330,C38,,
2018/9/2,000333,2,6057,12,1,5,0.11,3,222,1619,C38,,
2018/9/3,000333,2,8850.5,19.5,4,3,0.11,3,218,1564,C38,,
2018/9/6,000333,1,4663,4,2,2,3.91,3.5,395,390,C38,,
2018/9/16,000333,1,8410,15,2,8,0.15,2.5,144,306,C38,,
2018/9/22,000333,1,6474,6,4,0,0.41,3.5,9386,299,C38,,
2018/9/27,000333,1,7401,13,0,1,1.61,2.5,452,376,C38,,
2018/3/14,000333,1,7822,12,9,1,2.81,3.5,988,307,C38,,
2018/10/18,000338,3,4063.33,8.33,2.67,3,0.54,3,1020,386,C36,,
2018/10/25,000338,1,1202,0,0,2,0.56,3,1020,385,C36,,
2018/10/26,000338,2,32607.5,8.5,7,9.5,4.09,2.75,1799.5,175.5,C36,,
2018/11/4,000338,2,5087.5,3,2,2,4.68,3,1113,334,C36,,
2018/11/5,000338,1,16361,14,0,8,4.28,4,1359,328,C36,,
2018/11/6,000338,1,1267,3,3,4,5.83,3.5,2964,356,C36,,
2018/11/9,000338,3,24016.33,10.33,10,4,3.52,3.5,2046,81,C36,,
2018/11/10,000338,1,2135,2,2,2,1.42,3,646,162,C36,,
2018/11/11,000338,1,5251,9,9,2,1.43,3,646,162,C36,,
2018/11/14,000338,3,4778.67,7,3,5,3.39,2.83,1345.67,326,C36,,
2018/11/16,000338,1,4895,7,7,2,1.44,3,646,162,C36,,
2018/11/19,000338,2,3213.5,11,7.5,2,3.25,3,1910,348,C36,,
2018/11/25,000338,1,4863,5,5,2,1.47,3,646,162,C36,,
2018/11/27,000338,1,2454,4,4,3,1.47,3,536,154,C36,,
2018/12/1,000338,1,3185,10,10,5,1.48,3,536,154,C36,,
2018/12/2,000338,1,2728,8,9,3,1.48,3,533,154,C36,,
2018/12/3,000338,1,1567,4,4,2,1.49,3,646,162,C36,,
2018/12/4,000338,3,3454,8.67,8.33,2.67,3.89,3.17,1215.67,296.67,C36,,
2018/12/6,000338,1,1198,1,1,2,1.5,3,533,154,C36,,
2018/12/10,000338,1,4388,23,23,6,1.51,3,533,154,C36,,
2018/12/12,000338,1,1670,5,5,2,5.93,3.5,2964,356,C36,,
2018/12/14,000338,1,8484,45,45,6,1.52,3,646,162,C36,,
2018/12/16,000338,1,4980,6,5,2,4.79,3,1113,330,C36,,
2018/12/17,000338,2,10606.5,23,6,9,3.67,4,3653,20760,C36,,
2018/12/18,000338,1,1513,5,4,2,5.95,3.5,2964,356,C36,,
2018/12/22,000338,1,4162,8,8,1,1.54,3,516,153,C36,,
2018/12/26,000338,3,5353.67,12.33,0,9.67,2.07,2.5,1065.5,382.5,C36,,
2018/12/27,000338,2,2144,4,4,2,2.63,2.75,529.5,243,C36,,
2018/9/14,000338,1,13862,6,0,7,4.54,3,1088,336,C36,,
2018/9/26,000338,1,22065,17,15,3,7.56,3,273,377,C36,,
2018/9/13,000338,1,6561,1,1,1,4.53,3,1113,334,C36,,
2018/5/27,000338,1,51027,31,7,13,4.24,3,1090,345,C36,,
2018/7/11,000338,1,60304,10,10,2,5.29,4,3434,0,C36,,
2018/6/4,000338,2,121818,225.5,141,30,8.62,3,15,1772,C36,,
2018/5/3,000338,1,16297,45,30,1,1.88,2.5,753,350,C36,,
2018/4/19,000338,1,10411,7,5,6,4.13,3,1143,319,C36,,
2018/5/24,000338,1,2844,4,2,0,4.23,3,1112,362,C36,,
2018/3/28,000338,1,13245,12,10,3,4.07,3,1143,334,C36,,
2018/12/25,000400,1,1314,3,1,0,3.76,2.5,332,313,C38,,
2018/11/1,000400,1,18873,11,0,2,6.44,3,359,334,C38,,
2018/9/10,000400,1,3265,3,0,0,3.74,3.5,3747,354,C38,,
2018/7/7,000401,2,239213.5,394.5,141,64,3.6,3,602,2262,C30,,
2018/7/26,000401,1,18334,49,9,8,4.07,4,6381,25883,C30,,
2018/8/2,000401,1,22958,35,7,6,4.09,4,6381,25880,C30,,
2018/8/4,000401,1,17529,33,7,6,4.1,4,6382,25886,C30,,
2018/8/10,000401,1,21790,59,8,6,4.11,4,6381,25883,C30,,
2018/9/14,000401,1,18587,10,6,6,3.08,2.5,369,202,C30,,
2018/9/15,000401,2,29908.5,40,6.5,12,4.21,4,6381,25880,C30,,
2018/9/19,000401,1,3210,2,0,3,3.76,2.5,271,340,C30,,
2018/9/22,000401,1,14761,16,4,3,4.23,4,6381,25880,C30,,
2018/9/25,000401,1,14226,25,0,2,3.47,4.5,6083,382,C30,,
2018/10/14,000401,1,10320,20,0,0,3.53,4.5,6194,371,C30,,
2018/10/25,000401,2,61018,83.5,5.5,24,4.32,4,6381,25875,C30,,
2018/10/30,000401,1,2897,9,1,4,4.33,3.5,5565,303,C30,,
2018/11/17,000401,1,56242,109,0,43,4.38,3.5,5255,371,C30,,
2018/11/24,000401,1,5261,7,0,1,4.36,2.5,1020,371,C30,,
2018/11/27,000401,1,9155,15,8,13,3.62,4,2878,380,C30,,
2018/11/30,000401,1,25710,8,8,8,5.68,4,3600,0,C30,,
2018/12/4,000401,2,1427.5,2,0.5,1.5,4.32,2.5,912.5,273.5,C30,,
2018/12/7,000401,1,1028,1,0,0,4.55,2.5,784,350,C30,,
2018/12/8,000401,2,7636.5,12,3,4.5,5.93,2.75,516,318.5,C30,,
2018/12/12,000401,1,4178,8,0,2,4.45,4,6381,25876,C30,,
2018/12/18,000401,1,739,1,0,1,3.42,3.5,3420,323,C30,,
2018/12/21,000401,1,1951,11,0,0,3.71,4,5092,371,C30,,
2018/12/28,000401,1,7810,17,8,9,0.77,2.5,265,370,C30,,
2018/12/31,000401,1,1103,1,0,0,10.94,2.5,309,354,C30,,
2018/6/28,000401,1,2132,3,0,3,3.99,3.5,5569,364,C30,,
2018/6/15,000401,1,21791,53,4,9,3.96,4,6382,25886,C30,,
2018/5/17,000401,1,35836,87,21,68,3.88,3.5,5565,303,C30,,
2018/5/29,000401,1,29159,39,13,25,3.91,4,6381,25886,C30,,
2018/5/31,000401,2,52751,137.5,60,109,3.92,4,6382,25886,C30,,
2018/1/12,000401,140,22.71,0,0,0,4.8,4,3910,0,C30,,
2018/11/19,000402,1,6141,12,2,5,2.81,3,306,316,K70,,
2018/11/24,000402,1,8173,22,10,6,2.82,3,305,386,K70,,
2018/11/7,000402,1,9160,28,1,1,3.41,3,92,360,K70,,
2018/11/5,000402,1,11434,29,0,6,2.77,3,305,374,K70,,
2018/11/1,000402,1,8781,27,0,1,3.39,3,92,360,K70,,
2018/10/31,000402,1,10143,20,0,3,2.76,3,305,374,K70,,
2018/10/25,000402,1,11613,11,11,2,3.46,3,186,383,K70,,
2018/8/10,000402,1,10252,9,3,3,3.39,3.5,284,398,K70,,
2018/9/26,000402,1,14246,18,5,4,2.66,3,320,385,K70,,
2018/7/23,000402,2,3349.5,2,2,2,3.48,4,1882,21291,K70,,
2018/9/18,000402,1,11732,31,5,5,2.64,3,320,385,K70,,
2018/10/11,000402,4,7209.25,13.5,1.25,1.5,4.46,3.17,663.67,2541,K70,,
2018/8/16,000402,1,15483,18,0,3,3.83,4,1866,321,K70,,
2018/7/2,000402,1,140845,313,241,22,6.81,3.5,361,397,K70,,
2018/9/11,000402,2,7841,13,2,4,2.62,3,392,11587,K70,,
2018/9/27,000402,1,22636,40,7,11,3.3,3,92,360,K70,,
2018/8/31,000402,1,12918,29,8,2,2.59,3,320,396,K70,,
2018/8/25,000402,1,10205,2,1,1,7.21,3.5,1579,6878,K70,,
2018/5/29,000402,1,30986,84,0,4,2.97,3,91,308,K70,,
2018/6/25,000402,1,3729,6,1,0,0.16,3.5,9298,299,K70,,
2018/6/7,000402,1,19971,59,44,4,3.92,3.5,1219,352,K70,,
2018/6/20,000402,3,9620,28,15.67,2.33,6.22,3.5,1076,2542.67,K70,,
2018/5/3,000402,1,61743,123,54,6,2.9,3,92,379,K70,,
2018/12/21,000403,1,3193,14,14,0,12.52,5,742009,0,C27,,
2018/12/31,000403,1,1614,9,9,3,3.45,2.5,289,325,C27,,
2018/12/12,000403,1,3106,21,21,0,12.49,5,742009,0,C27,,
2018/12/13,000403,1,9384,48,40,4,3.01,3,276,396,C27,,
2018/11/30,000403,2,2347.5,13,13,0,7.72,4,365817.5,192,C27,,
2018/11/20,000403,1,7633,3,3,1,5.65,3.5,989,0,C27,,
2018/11/18,000403,1,3327,11,11,0,2.07,2.5,699,323,C27,,
2018/9/15,000403,1,27988,67,8,2,1.91,4,11935,328,C27,,
2018/6/20,000403,1,21869,58,0,0,6.02,3.5,1221,326,C27,,
2018/11/28,000404,1,2120,4,1,0,1.75,3.5,4166,375,C34,,
2018/8/2,000404,2,10020,18.5,6.5,0,7.8,2.5,139,401,C34,,
2018/5/20,000404,1,14315,39,1,4,4.39,3.5,674,328,C34,,
2018/10/31,000404,1,2944,6,1,2,1.76,2.5,419,305,C34,,
2018/12/12,000404,1,25733,40,39,14,0.35,3.5,448,105,C34,,
2018/7/12,000404,1,3581,5,1,0,1.46,2.5,592,2084,C34,,
2018/9/10,000407,1,4111,5,2,1,3.74,3.5,3748,354,D45,,
2018/10/12,000407,1,7988,12,7,3,3.18,3,2079,2304,D45,,
2018/12/3,000407,1,1125,1,1,0,4.77,3,405,331,D45,,
2018/12/13,000407,1,1718,3,4,0,0.81,2.5,498,398,D45,,
2018/12/26,000407,1,3004,11,8,3,3.6,3.5,1533,313,D45,,
2018/8/31,000408,1,19011,11,11,1,5.43,3.5,1591,0,C26,,
2018/10/30,000408,1,8312,13,3,1,1.72,2.5,498,326,C26,,
2018/9/21,000408,1,8795,4,1,1,4.89,2.5,388,379,C26,,
2018/8/25,000408,1,9510,8,6,5,4.81,2.5,388,379,C26,,
2018/12/23,000408,2,9480.5,16,10,6,5.65,4,2418,394,C26,,
2018/10/14,000408,1,29847,10,10,2,5.55,3.5,1388,0,C26,,
2018/9/19,000408,1,43014,14,14,7,5.48,3.5,1387,0,C26,,
2018/8/27,000408,1,7522,6,5,1,4.82,2.5,388,379,C26,,
2018/7/3,000408,2,24288,15,15,1.5,5.27,3.5,1591,0,C26,,
2018/12/13,000408,1,17079,30,30,5,5.72,3.5,1498,0,C26,,
2018/10/22,000408,1,5646,10,1,1,6.35,3.5,658,364,C26,,
2018/8/22,000408,1,24907,20,8,5,4.81,2.5,388,379,C26,,
2018/8/5,000408,2,17344.5,26,24,4,2.45,3.5,4622,390,C26,,
2018/11/26,000408,1,7238,17,13,2,2.76,3.5,4496,304,C26,,
2018/12/31,000408,1,1779,4,4,0,3.59,2.5,533,263,C26,,
2018/12/7,000408,1,3855,8,6,1,6.47,3.5,658,366,C26,,
2018/9/13,000408,1,7927,11,4,1,4.87,2.5,388,379,C26,,
2018/7/19,000408,1,27832,58,40,9,1.34,2.5,201,314,C26,,
2018/12/28,000408,1,6016,31,0,7,5.66,3.5,1940,372,C26,,
2018/5/29,000408,1,6226,8,4,1,4.57,2.5,388,379,C26,,
2018/5/30,000408,2,18473,30,21,2,4.58,2.5,388,379,C26,,
2018/6/2,000408,1,47136,76,55,8,4.58,2.5,388,379,C26,,
2018/6/8,000408,1,3330,2,2,0,5.2,3.5,1442,0,C26,,
2018/6/24,000408,2,54855,102.5,63,15.5,4.64,3,554,4378,C26,,
2018/6/25,000408,1,12741,21,9,5,4.65,2.5,388,379,C26,,
2018/5/11,000408,2,55565.5,96.5,56,12.5,4.52,3,554,4378,C26,,
2018/5/7,000408,1,1196,0,0,0,0.09,2.5,691,366,C26,,
2018/11/14,000413,1,19856,4,4,4,1.49,2.5,1033,0,C39,,
2018/11/17,000413,2,4145.5,3,3,7,4.38,2.5,229,80,C39,,
2018/10/31,000413,1,165891,29,29,35,6.6,4.5,3854,0,C39,,
2018/12/21,000413,3,24986.33,47,26,11.67,4.58,3.75,2153.5,185.5,C39,,
2018/12/11,000413,1,3256,7,4,10,4.62,3.5,1113,333,C39,,
2018/12/4,000413,1,797,1,0,1,9.1,3,1295,1788,C39,,
2018/11/15,000413,1,26569,8,8,9,1.49,2.5,1033,0,C39,,
2018/12/7,000413,1,5872,3,3,1,5.7,4.5,4090,0,C39,,
2018/12/9,000413,2,7356,10,0.5,7,4.39,3.5,2181,175.5,C39,,
2018/12/10,000413,2,10206,13,11.5,7,6.14,3.25,1902.5,180.5,C39,,
2018/8/30,000413,1,35562,3,0,1,5.43,4.5,4016,0,C39,,
2018/2/24,000413,1,17293,11,10,0,0.85,2.5,754,4,C39,,
2018/8/11,000413,2,19957,20,4.5,13.5,1.3,2.5,335,2004,C39,,
2018/4/23,000413,1,135762,50,50,33,5.07,4.5,4056,0,C39,,
2018/8/1,000413,1,111601,60,0,17,5.35,4.5,4026,0,C39,,
2018/11/12,000415,1,26833,2,2,12,5.63,4,3524,0,L71,,
2018/5/29,000415,2,13379.5,22,22,6,11.61,5,4681,118,L71,,
2018/12/21,000415,1,3610,13,0,0,3.71,4,5522,327,L71,,
2018/12/12,000415,1,1724,2,1,0,3.72,2.5,401,366,L71,,
2018/12/31,000415,1,7209,17,10,3,3.79,3.5,2489,379,L71,,
2018/10/22,000415,1,11002,17,2,6,6.35,3.5,658,366,L71,,
