嚜燕ostDate,Stockcode,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2018/9/3,300124,2,5,0,0,0,5.44,3.5,3610,0,C38,,
2018/9/11,300124,2,8.5,0,0,0,5.46,3.5,3610,0,C38,,
2018/9/13,300124,1,8345,4,1,2,5.22,3,209,365,C38,,
2018/9/14,300124,1,3462,2,0,1,3.75,3.5,3747,354,C38,,
2018/10/8,300124,2,1,0,0,0,5.53,3.5,3602,0,C38,,
2018/10/11,300124,3,827.33,0.67,0,0.33,4.61,3,2127,198.5,C38,,
2018/10/13,300124,1,16508,9,9,2,5.55,3.5,3749,0,C38,,
2018/10/19,300124,14,3299.43,1,0.57,0.29,6.09,3.13,152618.38,197.25,C38,,
2018/10/31,300124,7,1780.29,0,0,0.43,6.92,2.7,229638,6,C38,,
2018/11/3,300124,2,2812,0,0,0,6.68,2.75,131169.5,12.5,C38,,
2018/11/5,300124,9,6477.22,0.67,0.67,0.22,5.85,3.13,220368.25,78.25,C38,,
2018/11/6,300124,7,1819.86,0.14,0.14,0.14,6.5,2.88,238111,5.5,C38,,
2018/11/7,300124,10,2358.2,0.9,0.5,0.4,6,2.94,146126.25,144.5,C38,,
2018/11/12,300124,5,965.2,0,0,0,6.21,2.5,980,201.75,C38,,
2018/11/13,300124,8,3054.25,0.75,0.38,0.38,4.87,2.75,144543.63,71.38,C38,,
2018/11/14,300124,7,4527.14,1.14,0.57,2,5.05,2.75,138864.17,189.17,C38,,
2018/11/15,300124,8,2144.13,0,0,0,6.3,2.5,152514.14,67,C38,,
2018/11/17,300124,1,2403,0,0,0,12.42,4.5,238780,0,C38,,
2018/11/21,300124,10,1750.2,0.2,0.2,0.1,4.37,2.71,116330.29,134.43,C38,,
2018/8/1,300124,2,13.5,0,0,0,5.35,3.5,3618,0,C38,,
2018/7/26,300124,1,32157,12,12,0,5.33,3.5,3749,0,C38,,
2018/7/23,300124,2,5.5,0,0,0,5.32,3.5,3618,0,C38,,
2018/4/2,300124,2,9,0,0,0,5.02,3.5,3632,0,C38,,
2018/3/30,300124,1,26348,22,0,2,2.58,3,2045,366,C38,,
2018/3/23,300124,2,28.5,0,0,0,4.99,3.5,3636,0,C38,,
2018/3/16,300124,1,6,0,0,0,4.97,3.5,3713,0,C38,,
2018/4/15,300124,1,65685,95,6,9,2.62,3.5,2046,363,C38,,
2018/4/17,300124,2,94.5,0,0,0,5.06,3.5,3690,0,C38,,
2018/5/3,300124,2,5,0,0,0,5.1,3.5,3626,0,C38,,
2018/4/29,300124,1,10808,0,0,0,2.9,2.5,3755,0,C38,,
2018/2/1,300124,2,2.5,0,0,0,4.85,3.5,3636,0,C38,,
2018/3/1,300124,1,6,0,0,0,4.93,3.5,3632,0,C38,,
2018/1/9,300124,1,103189,190,2,13,1.23,4,11934,336,C38,,
2018/1/16,300124,2,7,0,0,0,4.81,3.5,3638,0,C38,,
2018/6/20,300124,2,9,0,0,0,5.23,3.5,3620,0,C38,,
2018/7/12,300124,2,18.5,0,0,0,5.29,3.5,3622,0,C38,,
2018/7/11,300124,2,42452,57,2,12,2.86,3.5,2553,29689,C38,,
2018/7/9,300124,1,21707,49,30,11,7.24,3,595,352,C38,,
2018/6/1,300124,2,41.5,0,0,0,5.18,3.5,3690,0,C38,,
2018/5/28,300124,2,12986,16.5,9,2,1.62,3.5,2421.5,355,C38,,
2018/5/22,300124,2,10.5,0,0,0,5.15,3.5,3622,0,C38,,
2018/1/2,300124,1,3,0,0,0,4.77,3.5,3714,0,C38,,
2018/1/3,300124,1,66013,13,13,6,4.77,3.5,3749,0,C38,,
2018/12/28,300127,2,1627.5,0.5,0.5,0.5,8.22,4,373764.5,190,C39,,
2018/12/26,300127,1,1646,0,0,0,12.53,5,830926,0,C39,,
2018/12/24,300127,2,2619.5,1,1,0.5,2.33,2.5,680,226.5,C39,,
2018/12/25,300127,1,1865,0,0,0,12.53,5,827358,0,C39,,
2018/12/20,300127,2,3603,0,0,0,8.15,2.5,385211.5,0,C39,,
2018/12/17,300127,1,2196,0,0,0,12.5,5,777533,0,C39,,
2018/12/12,300127,6,2224.83,0.17,0.17,0.17,6.13,2.5,130310.67,141,C39,,
2018/10/14,300127,1,2624,0,0,0,1.63,3,950,333,C39,,
2018/10/18,300127,7,3347.14,1.57,1.14,0.14,5.15,2.6,187449.6,145,C39,,
2018/11/5,300127,3,3365,1.67,1,1.33,6.91,2.83,292603.67,166.67,C39,,
2018/11/11,300127,1,9059,3,3,0,3.77,3,2016,351,C39,,
2018/11/14,300127,10,3101.1,0.6,0.6,0.6,4.85,2.75,138646.67,143.17,C39,,
2018/11/26,300127,4,1690.25,0,0,0,8.16,3.17,265332.67,79,C39,,
2018/12/4,300127,4,1619.5,0.75,0.5,0.25,7.28,2.5,198005,32.5,C39,,
2018/9/20,300127,1,4720,5,1,0,3.75,2.5,1849,333,C39,,
2018/9/12,300127,2,26851,26,15,7.5,9.27,3.5,51,1287,C39,,
2018/9/21,300127,1,5302,2,2,0,10.24,3.5,322,311,C39,,
2018/10/9,300127,1,5794,2,1,1,2.34,3.5,140,358,C39,,
2018/5/28,300127,1,19170,15,6,5,2.4,3.5,1182,383,C39,,
2018/2/23,300127,1,34835,56,6,11,2.86,3,1197,377,C39,,
2018/11/13,300128,48,3448.79,1.17,0.79,1,4.14,2.81,60518.1,2443.67,C39,,
2018/11/14,300128,16,2247.06,0.56,0.25,0.38,4.6,2.65,83298.54,164.08,C39,,
2018/12/1,300128,3,1683.33,0,0,0,6.4,2.67,75492.67,50.33,C39,,
2018/12/2,300128,1,2245,2,2,2,1.75,3.5,3340,379,C39,,
2018/12/15,300128,2,1622,0.5,0.5,0,7.32,2.5,113022.5,2,C39,,
2018/12/18,300128,35,1030.69,0.31,0.26,0.71,4.85,2.57,48499.76,180.19,C39,,
2018/12/20,300128,52,1128.1,0.58,0.29,0.5,3.82,2.8,36884.54,255.07,C39,,
2018/12/24,300128,22,1015.27,0.09,0.05,0.05,4.22,2.5,75634.18,215.18,C39,,
2018/12/29,300128,1,1316,0,0,0,12.54,4.5,213779,0,C39,,
2018/4/9,300128,1,68628,100,36,10,2.64,3,479,364,C39,,
2018/3/28,300128,1,31670,14,14,10,5,3.5,2884,0,C39,,
2018/1/15,300128,1,30693,5,5,5,4.81,3.5,2884,0,C39,,
2018/11/2,300128,10,2709.8,0.4,0.2,0.7,4.78,2.5,88641.1,156.4,C39,,
2018/10/31,300128,11,3566.09,0.82,0.45,0.18,6.05,2.89,128479.89,119.44,C39,,
2018/10/27,300128,2,8474,3,1.5,2.5,7.58,3.75,2662.5,157,C39,,
2018/10/20,300128,1,3326,0,0,3,12.35,5,281467,0,C39,,
2018/8/22,300128,1,25836,32,32,1,5.41,3.5,3280,0,C39,,
2018/7/30,300128,1,50009,22,22,20,5.34,3.5,2884,0,C39,,
2018/12/27,300129,7,1749.71,3.14,2.57,0.57,5.02,3,151833.4,155.6,C38,,
2018/12/4,300129,6,2736,3,1.83,0.5,6.36,3,198635.75,207.25,C38,,
2018/12/5,300129,2,2476.5,0,0,0,8.42,4,398518,179.5,C38,,
2018/12/6,300129,4,2801,1,1,0.5,4.55,2.88,199639.5,105.75,C38,,
2018/12/12,300129,3,3757,1.33,0.67,0.33,6.2,3.17,259746,194,C38,,
2018/12/13,300129,2,3522,1.5,1,0.5,8.44,4,389600.5,155.5,C38,,
2018/12/14,300129,4,3613.75,1.25,1,0.5,5.13,2.63,194822.25,167,C38,,
2018/12/17,300129,1,2876,0,0,0,12.5,5,777533,0,C38,,
2018/12/18,300129,3,2962,0.67,0.67,0.33,6.62,2.5,258069,49.67,C38,,
2018/12/19,300129,2,2278.5,0,0,0,7.89,3.75,387069.5,82.5,C38,,
2018/12/20,300129,2,2317.5,0,0,0,8.33,3.25,386249.5,183,C38,,
2018/12/23,300129,2,2136.5,0.5,0,1.5,4.41,2.5,343,382,C38,,
2018/12/25,300129,4,1824.75,0.75,0.25,0.75,4.83,2.88,207304.5,205.5,C38,,
2018/12/3,300129,6,2232.67,1.83,0.83,0.33,5.47,3.13,198505,164.75,C38,,
2018/12/1,300129,1,3495,3,1,1,4.36,3,1661,397,C38,,
2018/11/29,300129,3,2953.67,0,0,0.33,7.08,3.33,260863,243.33,C38,,
2018/11/28,300129,2,4055,5,2,1,2.75,3,714.5,327.5,C38,,
2018/11/27,300129,4,5005,4,3.75,0,7.24,3.17,264371.67,204.67,C38,,
2018/11/26,300129,5,3645.4,2.8,0.2,1.4,3.28,2.5,1828,966.75,C38,,
2018/11/24,300129,2,4718.5,3,1,1,3.51,2.75,1947.5,311.5,C38,,
2018/11/23,300129,7,4609,1.71,0,0.71,6.62,3.5,208642.5,174.5,C38,,
2018/11/21,300129,4,2995,0,0,0.5,8.38,3.5,401781,161.5,C38,,
2018/11/19,300129,3,1664.33,0,0,0.33,6.69,2.5,271441.67,120.67,C38,,
2018/11/16,300129,7,3035.43,1.43,0.57,0.29,8.37,3,203769.5,135.5,C38,,
2018/11/14,300129,3,3030.33,0.67,0,0.67,8.36,3.5,414225.5,171.5,C38,,
2018/11/13,300129,7,3135.43,1,0.71,0.57,4.12,2.79,1322.14,276.86,C38,,
2018/11/12,300129,4,3746.25,1,0.25,0.5,6.17,3,213859.25,274.75,C38,,
2018/11/7,300129,2,5082,0,0,1,9.01,4.25,439267.5,0,C38,,
2018/11/5,300129,3,4800.33,0.33,0.33,0.33,6.6,3.17,316589,33.67,C38,,
2018/11/1,300129,9,2567.22,1.22,0.44,0.67,5.11,2.8,189662.2,196,C38,,
2018/10/25,300129,1,4928,7,1,0,4.1,2.5,380,316,C38,,
2018/10/24,300129,5,4189.2,4.2,2.2,0.4,5.02,2.9,189641.6,264.6,C38,,
2018/10/22,300129,5,3269,1.4,1.2,0,5.18,2.9,187205.6,235.4,C38,,
2018/10/21,300129,1,9588,1,1,0,5.57,3.5,1380,0,C38,,
2018/10/19,300129,1,8765,9,5,1,1.32,2.5,171,362,C38,,
2018/10/16,300129,7,3290.14,1.43,0.43,0.71,6.04,2.83,309356.67,218.67,C38,,
2018/10/15,300129,3,6064.67,2.33,2.33,0.67,2.82,2.67,654.33,146.67,C38,,
2018/10/13,300129,1,9852,1,1,0,5.55,3.5,1337,0,C38,,
2018/9/20,300129,1,8739,12,6,2,4.16,3,1701,323,C38,,
2018/9/12,300129,1,4178,4,2,1,4.14,3,1715,365,C38,,
2018/9/6,300129,1,5543,3,2,1,4.12,3,1671,330,C38,,
2018/9/3,300129,1,4028,1,0,0,4.11,3,1701,323,C38,,
2018/8/10,300129,1,4170,2,1,1,4.59,2.5,1285,338,C38,,
2018/8/2,300129,1,9215,15,10,1,4.01,2.5,308,332,C38,,
2018/7/27,300129,1,1339,1,0,0,2.96,3,432,389,C38,,
2018/7/23,300129,1,4124,4,1,0,4,3,1665,322,C38,,
2018/7/16,300129,1,9977,16,10,1,3.98,3,1715,365,C38,,
2018/7/3,300129,1,6851,5,2,1,3.94,3,1639,309,C38,,
2018/6/27,300129,2,6400.5,8.5,7,1.5,3.92,2.5,314,332,C38,,
2018/6/23,300129,1,13037,10,0,1,4.46,2.5,1285,338,C38,,
2018/6/19,300129,1,7417,6,6,1,3.89,2.5,336,329,C38,,
2018/6/16,300129,1,9451,9,0,1,4.44,2.5,1285,338,C38,,
2018/5/21,300129,1,8419,9,9,8,3.93,3.5,1265,397,C38,,
2018/5/28,300129,1,12117,10,2,1,2.4,3.5,1182,383,C38,,
2018/5/4,300129,1,6556,7,3,1,3.77,2.5,320,388,C38,,
2018/1/16,300129,1,32754,71,47,4,4.02,3,234,369,C38,,
2018/2/6,300129,1,7316,12,3,2,3.54,3,1639,309,C38,,
2018/4/28,300129,1,18962,13,0,1,5.09,3.5,1258,0,C38,,
2018/4/19,300129,1,15473,22,0,0,3.73,2.5,308,332,C38,,
2018/4/12,300129,1,10952,12,2,1,10.07,3,108,390,C38,,
2018/3/20,300129,1,3747,1,1,0,2.61,3,452,346,C38,,
2018/3/23,300129,1,6707,11,7,2,4.21,2.5,1285,338,C38,,
2018/1/4,300129,1,36152,15,0,2,4.78,3.5,1258,0,C38,,
2018/12/13,300130,6,2802.83,0.33,0.17,0,5.04,2.63,194579,159.25,C35,,
2018/12/17,300130,7,2083.43,0,0,0,3.7,2.7,155727.6,192.6,C35,,
2018/12/20,300130,2,2276,0,0,0,11.6,4.5,387535,171,C35,,
2018/12/21,300130,9,2194.11,0,0,0,5.22,2.5,117544.29,120.86,C35,,
2018/12/25,300130,1,2550,0,0,0,10.7,4,1114,300,C35,,
2018/12/26,300130,5,3928.2,0,0,0,4.67,3.38,208440.25,173.25,C35,,
2018/12/27,300130,1,3424,0,0,0,12.53,5,756190,0,C35,,
2018/12/28,300130,2,4047.5,0.5,0,0,9.15,4.25,373843,0,C35,,
2018/11/6,300130,7,5705.86,0.57,0.57,0.29,3.61,2.75,158580.83,128.17,C35,,
2018/11/5,300130,6,1951.5,0,0,0,4.03,2.6,175970,85,C35,,
2018/11/2,300130,11,3612.82,1.45,1.36,0.18,5.31,2.6,88696,149.8,C35,,
2018/11/12,300130,8,2014,1.13,0.63,0.25,5.38,2.92,158817,168.17,C35,,
2018/11/1,300130,4,4388.5,0.25,0.25,0.5,6.94,3.67,294432,119.67,C35,,
2018/6/6,300130,1,15503,14,4,2,2.42,3.5,1189,326,C35,,
2018/7/26,300130,1,4961,4,4,0,5.37,3.5,1567,368,C35,,
2018/9/3,300130,1,10114,14,9,4,3.69,2.5,125,328,C35,,
2018/5/3,300130,1,3722,1,1,1,4.56,3.5,1248,392,C35,,
2018/12/30,300132,3,2723.33,9,5,0.67,3.08,3,2873,228.33,C26,,
2018/12/21,300132,4,2849.25,2.75,1,1.5,5.56,3.25,204563.75,108.25,C26,,
2018/12/22,300132,1,5589,21,2,5,1.84,3.5,1083,369,C26,,
2018/12/23,300132,1,2738,4,0,1,1.84,3.5,1121,316,C26,,
2018/12/25,300132,7,2063.29,2.14,2.14,0.71,4.77,3.1,166115.4,95.8,C26,,
2018/12/26,300132,6,1539.17,1.5,0.67,0.33,5.04,3.25,139246.83,308.17,C26,,
2018/12/27,300132,15,2389.6,4.47,3.33,1,3.99,2.61,84642.56,187.89,C26,,
2018/7/18,300132,1,12167,15,6,1,9.01,2.5,667,310,C26,,
2018/10/13,300132,1,12015,8,6,0,1.69,2.5,339,358,C26,,
2018/10/23,300132,10,3926.2,2.4,1.1,0.5,4.64,2.69,117674.75,220.5,C26,,
2018/9/14,300132,1,66600,55,56,14,5.47,3.5,1599,0,C26,,
2018/9/15,300132,1,28100,26,12,2,1.62,2.5,339,358,C26,,
2018/9/21,300132,1,5401,4,0,1,3.75,2.5,1849,333,C26,,
2018/10/6,300132,1,2383,1,0,1,3.25,2.5,135,99,C26,,
2018/11/6,300132,10,4439.3,3.1,1.4,0.8,3.6,2.56,105801.11,202,C26,,
2018/10/27,300132,2,26014.5,38,18.5,7,4.61,2.75,1558,348.5,C26,,
2018/8/30,300132,1,11996,74,8,5,8.74,3,206,304,C26,,
2018/5/28,300132,1,20956,22,10,4,2.4,3.5,1226,315,C26,,
2018/6/26,300132,1,8285,9,9,3,2.12,2.5,454,217,C26,,
2018/12/25,300133,13,2350.46,2,0.92,0.46,4.63,2.73,77135.45,205,R86,,
2018/12/14,300133,8,2930.38,0,0,0.13,5.39,2.71,143620.57,72,R86,,
2018/12/22,300133,2,2114,0,0,0,10.03,2.5,119394,4.5,R86,,
2018/12/27,300133,5,922.8,0.2,0,0.2,4.66,2.9,152397.8,80,R86,,
2018/12/15,300133,1,2646,0,0,0,12.5,4.5,226024,0,R86,,
2018/12/10,300133,4,3237.25,1.75,1.75,0,5.11,3,201055,17.75,R86,,
2018/12/26,300133,9,1829,2.22,2,0.22,4.74,2.94,105486.75,183,R86,,
2018/12/30,300133,2,827.5,0.5,0,0.5,3.46,3.5,6231,351.5,R86,,
2018/12/20,300133,6,3433,1.17,0,0.5,7.47,3.4,198972,78.2,R86,,
2018/12/19,300133,4,4252.75,5.5,0,2,6.41,3.25,56606.75,91.25,R86,,
2018/12/18,300133,9,2777.89,0,0,0,6.18,3.14,144333.43,154,R86,,
2018/12/17,300133,4,3169.75,0.25,0.25,0.5,7.32,3.67,259793.67,89.33,R86,,
2018/12/21,300133,8,2940.38,2.13,1,0.5,6.21,2.88,130368.5,97,R86,,
2018/12/28,300133,13,1367.77,2,0.15,0.77,4.42,2.91,88728.73,153.55,R86,,
2018/12/8,300133,1,2580,0,0,0,12.48,4.5,232301,0,R86,,
2018/12/12,300133,9,1718.44,0.67,0.33,0.22,4.72,2.67,169156.67,49.33,R86,,
2018/12/13,300133,5,3167.2,0.4,0.2,0,4.76,2.6,155969.6,16,R86,,
2018/12/24,300133,10,1313.1,0.5,0.3,0.8,3.95,2.72,92686.22,228.44,R86,,
2018/12/29,300133,4,854.5,0,0,0.5,6.4,3.17,72554,152.33,R86,,
2018/10/25,300133,3,2579,0,0,0,9.27,3.17,313892.33,123,R86,,
2018/10/30,300133,5,10363,0.8,0.8,0.2,5.59,3.5,1809,0,R86,,
2018/10/29,300133,10,4304.3,0.2,0.2,0.5,5.39,3.25,221748,99,R86,,
2018/11/6,300133,2,2380,0,0,0,9,4.25,143612,0,R86,,
2018/11/7,300133,4,7963,1,1,0.25,7.25,3.83,96210,117,R86,,
2018/11/5,300133,3,9020.67,0,0,0.33,9,4.25,475122,0,R86,,
2018/10/31,300133,7,7330,1.14,1,0.29,8.03,3.75,302903.25,53.75,R86,,
2018/11/1,300133,14,4582.86,0.36,0.36,0.07,6.28,2.72,127672.67,121.56,R86,,
2018/11/3,300133,2,12749.5,0.5,0.5,0,9,4,132070,0,R86,,
2018/11/2,300133,6,3452.5,0.17,0.17,0.67,5.42,2.7,52974.8,138.4,R86,,
2018/11/9,300133,6,3368.17,1.17,0.67,1.33,7.36,3.75,186115.67,183,R86,,
2018/11/8,300133,4,4091.25,0.25,0.25,0.5,9.57,4,291418,127,R86,,
2018/11/15,300133,5,2286,0,0,2,9.07,3.38,266178,0,R86,,
2018/11/14,300133,8,1833.5,0,0,1.5,6.7,3.25,188282.5,177,R86,,
2018/11/13,300133,11,2702,1.36,1.27,0.27,5.18,2.56,96745.67,151.78,R86,,
2018/11/12,300133,2,1902,0,0,0,7.24,3,426155,13.5,R86,,
2018/11/16,300133,10,2464.4,0.4,0.1,1.9,5.85,2.83,175720.17,69.67,R86,,
2018/11/17,300133,2,2558.5,0,0,0,8.06,3.5,119460.5,164.5,R86,,
2018/11/18,300133,1,9713,10,4,5,7.29,3,18,234,R86,,
2018/11/19,300133,2,2325,0,0,0,9.04,4.25,385934,0,R86,,
2018/11/21,300133,22,1830.91,1.32,0.91,0.23,4.37,2.54,63110.08,171.69,R86,,
2018/11/23,300133,8,3195.13,1.25,0,0,5.9,3.21,153890.14,154,R86,,
2018/11/22,300133,12,2330.67,0.58,0.08,0.17,5.19,2.75,39529,176.33,R86,,
2018/11/26,300133,20,2771.85,1.35,1.05,0.2,4.44,2.69,61982.08,202.38,R86,,
2018/11/27,300133,24,2370.54,1.96,1.08,0.33,4.65,2.79,20078.75,199.25,R86,,
2018/11/24,300133,3,2642.33,0.33,0,0,7.11,3.33,78204,227.67,R86,,
2018/11/29,300133,16,2450.44,0.38,0.38,0.81,3.71,2.55,71752.73,172.64,R86,,
2018/11/28,300133,24,2602,1,0.54,0.71,4.22,2.75,85143.83,173.75,R86,,
2018/12/1,300133,2,2514.5,1.5,1,0,6.56,3,113061,35.5,R86,,
2018/11/30,300133,8,2687.63,1.75,1.25,0.5,3.35,2.5,45387.6,186.8,R86,,
2018/12/4,300133,16,1483.94,0.63,0.25,0.25,5.14,2.65,102667.7,99.1,R86,,
2018/12/3,300133,4,3285.5,1,0.25,0.75,6.9,3.17,262899,4.33,R86,,
2018/9/12,300133,1,5493,3,0,0,3.75,3.5,3748,354,R86,,
2018/10/10,300133,1,7065,9,4,4,4.53,3.5,3927,369,R86,,
2018/10/24,300133,6,2920.5,0.17,0.17,0.33,6.35,3.33,204055.67,54,R86,,
2018/10/20,300133,2,4724.5,0.5,0.5,0.5,6.99,3.5,140932,42,R86,,
2018/10/22,300133,3,3255.67,0,0,0,6.51,3.5,299056.33,28,R86,,
2018/10/21,300133,1,16443,25,13,6,4.07,3,1075,308,R86,,
2018/10/16,300133,8,4115.63,0.63,0.38,0.5,5.47,2.5,40332.29,148.71,R86,,
2018/10/17,300133,8,3115.25,0.25,0.13,0.5,4.41,2.57,868,209.86,R86,,
2018/10/18,300133,12,3558,0.92,0.67,1.08,3.63,2.55,93880.3,229.9,R86,,
2018/5/28,300133,1,15250,12,2,3,2.4,3.5,1182,383,R86,,
2018/12/13,300136,31,1248.16,0.84,0.71,0.77,4.42,2.59,30539.44,266.7,C39,,
2018/6/15,300136,1,52941,7,7,4,5.22,3.5,492,0,C39,,
2018/11/3,300136,3,3548.33,1,1,0.33,5.45,2.5,87483,83.33,C39,,
2018/10/8,300136,1,32527,2,2,1,5.53,3.5,525,0,C39,,
2018/6/20,300136,2,38356,57.5,4.5,5,1.67,4,11934,386,C39,,
2018/9/29,300136,1,27169,82,0,20,5.95,2.5,1811,370,C39,,
2018/9/27,300136,1,3335,6,1,2,6.35,3,772,326,C39,,
2018/10/9,300136,1,5084,6,0,0,4.65,3,892,379,C39,,
2018/12/4,300136,19,1362.47,0.68,0.16,0.79,4.29,2.71,61560.53,201.94,C39,,
2018/8/16,300136,1,76687,12,12,7,5.39,3.5,488,0,C39,,
2018/11/16,300136,37,1476.92,0.81,0.65,0.51,3.71,2.54,9803.41,256.56,C39,,
2018/4/19,300136,1,18086,12,1,1,2.63,3,2044,307,C39,,
2018/4/3,300136,1,23177,16,2,4,2.59,3,2044,360,C39,,
2018/3/14,300136,1,77061,38,0,19,4.96,3.5,492,0,C39,,
2018/12/30,300137,1,956,0,0,0,2.9,3,647,362,C40,,
2018/12/20,300137,5,3711.8,2.4,2.2,3.8,7.75,3.33,74519.67,85.33,C40,,
2018/12/26,300137,3,1375.33,0,0,0.67,8.47,3.25,415681.5,158,C40,,
2018/11/1,300137,13,3621.46,1,0.46,1,4.47,2.95,117939.4,188.6,C40,,
2018/12/22,300137,3,2207,0.33,0.33,0,6.01,3.17,80355.67,211.33,C40,,
2018/11/4,300137,2,10456,12.5,8.5,4,2.31,3,1439,327.5,C40,,
2018/10/29,300137,7,4533.29,1,1,0.71,3.77,2.57,126587.71,119.71,C40,,
2018/10/19,300137,18,2100.11,0.33,0.28,0.61,3.57,2.67,24213.33,230.83,C40,,
2018/12/1,300137,2,2487,1.5,1.5,0,11.83,2.75,113658,3,C40,,
2018/8/25,300137,1,33505,13,11,6,3.01,3,217,327,C40,,
2018/12/15,300137,2,1662.5,0,0,1,8.05,2.75,118765,15,C40,,
2018/12/21,300137,10,1987.3,0.3,0,1,4.93,2.69,130464.25,155.25,C40,,
2018/12/27,300137,6,761.33,0,0,1.17,5.57,3.1,151612.4,245.8,C40,,
2018/12/4,300137,19,1074.21,0.42,0,0.32,5.61,2.5,72188.14,148.07,C40,,
2018/12/12,300137,8,1398.5,0,0,0.13,5.75,2.5,126872.63,101.75,C40,,
2018/8/22,300137,2,7025.5,1,1,3,3.34,2.75,343.5,0,C40,,
2018/8/21,300137,8,22632.13,10,6.38,3.25,3.48,2.83,1461,191,C40,,
2018/8/17,300137,1,75028,36,37,5,5.39,3.5,528,0,C40,,
2018/5/28,300137,1,20137,15,6,7,2.4,3.5,1182,383,C40,,
2018/12/27,300138,2,1680.5,0,0,0.5,9.14,3.75,378366,0,C13,,
2018/12/28,300138,2,1737.5,0,0,0,9.15,3.75,373051.5,0,C13,,
2018/12/26,300138,1,1792,0,0,0,12.53,5,830926,0,C13,,
2018/12/25,300138,6,2905.83,1.67,0.33,0.5,7.44,3.17,276022.67,14.33,C13,,
2018/12/24,300138,1,2390,0,0,0,12.52,5,820240,0,C13,,
2018/12/20,300138,4,3052.5,0,0,0,4.47,2.63,193343.75,101,C13,,
2018/12/14,300138,5,1942,0,0,0.2,5.56,2.6,156138.2,128.8,C13,,
2018/12/12,300138,7,3219.57,0.14,0.14,0.14,5.98,2.9,156351.2,133.8,C13,,
2018/10/23,300138,8,2148.75,0.88,0.63,0.13,4.11,2.5,134652,155,C13,,
2018/10/12,300138,2,18145.5,8,7.5,22.5,4.47,2.5,369,16.5,C13,,
2018/10/11,300138,1,3531,1,1,0,8.39,4,6675,329,C13,,
2018/4/24,300138,1,14359,4,4,3,5.08,2.5,667,0,C13,,
2018/5/28,300138,1,20067,23,10,2,2.4,3.5,1226,315,C13,,
2018/3/28,300138,1,12743,4,4,3,5,2.5,644,0,C13,,
2018/4/2,300138,1,19696,8,8,2,5.02,2.5,667,0,C13,,
2018/12/17,300140,22,1810.82,0.77,0.68,0.59,4.17,2.64,44247.5,227.67,C38,,
2018/12/5,300140,7,2571,0.71,0.57,0.57,4.8,2.57,113903.71,61.71,C38,,
2018/12/21,300140,12,1855.08,1.5,0.42,0.67,4.59,2.63,102793.13,208.25,C38,,
2018/12/22,300140,1,1273,0,0,1,2.11,2.5,821,353,C38,,
2018/11/21,300140,10,3919.7,1.1,0.3,1.1,3.91,2.57,115033.86,133.71,C38,,
2018/11/20,300140,3,2310,1.33,1,1.67,3.17,2.5,573,221,C38,,
2018/11/16,300140,10,2153.7,0.4,0.4,0.2,4.93,2.5,203413,51,C38,,
2018/10/26,300140,6,5887.67,2.67,2.33,1.5,4.35,2.58,147624,111.83,C38,,
2018/10/23,300140,7,6343.57,2.29,2.29,1,4.7,2.5,149513.17,155.83,C38,,
2018/10/19,300140,6,3269.83,1.17,1,0.5,4.9,2.6,188127,168.8,C38,,
2018/10/14,300140,4,4305,4.25,0.25,0.75,4.19,3,1644.75,210,C38,,
2018/10/12,300140,2,11679.5,11.5,7,1,2.33,2.5,1102,1779,C38,,
2018/10/11,300140,1,22713,6,6,0,5.54,3,614,0,C38,,
2018/9/11,300140,1,3646,2,0,0,4.03,4,6328,287,C38,,
2018/8/30,300140,1,3288,4,0,0,3.99,4,5708,279,C38,,
2018/8/15,300140,3,5501,4.33,0,0,3.95,4,5708,279,C38,,
2018/7/13,300140,1,25455,9,9,3,5.3,3,494,0,C38,,
2018/8/2,300140,1,44277,16,16,3,5.35,3,494,0,C38,,
2018/6/26,300140,1,15418,24,20,12,3.16,2.5,219,306,C38,,
2018/5/18,300140,1,4314,5,3,1,3.71,4,6328,287,C38,,
2018/5/17,300140,1,5514,6,1,1,3.71,4,6328,288,C38,,
2018/3/21,300140,1,6505,4,0,0,3.55,4,7465,348,C38,,
2018/3/22,300140,1,4893,5,0,0,3.55,4,7465,348,C38,,
2018/2/1,300140,1,125778,19,19,8,4.85,3,565,0,C38,,
2018/12/23,300141,1,1413,0,0,1,3.14,3,2890,179,C38,,
2018/12/25,300141,10,1384,0.5,0.1,0.3,3.39,2.5,104030.75,152.25,C38,,
2018/12/28,300141,4,1266.5,0.5,0.25,0.25,5.63,2.5,186716.25,46,C38,,
2018/6/19,300141,1,4209,5,2,2,3.5,3.5,359,338,C38,,
2018/11/22,300141,2,2010.5,0,0,1,12.44,5,798896,0,C38,,
2018/11/23,300141,4,1642.25,0,0,0,6.19,2.88,208112.5,86.75,C38,,
2018/11/9,300141,4,2193.5,0,0,0,5.33,3,1811,329,C38,,
2018/11/7,300141,3,1570.33,0,0,0,6.51,2.5,292422,44,C38,,
2018/11/5,300141,3,2033,0,0,0,5.44,2.67,316178.67,105.67,C38,,
2018/2/1,300141,1,41859,62,0,10,3.12,3.5,322,304,C38,,
2018/12/29,300142,9,4412.78,7.67,3.44,1.33,5.4,2.9,43855.6,127.6,C27,,
