嚜燕ostDate,Stkcd,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2017-03-16,300459,2,10,0,0,0,1.9,4,1370,0,C26,,
2017-02-03,300459,1,8605,10,3,3,1.67,3.5,1000,310,C26,,
2017-07-18,300461,1,13468,3,3,2,2.23,3,1021,0,C35,,
2017-12-05,300462,1,82121,29,29,2,2.6,3,918,0,C35,,
2017-12-19,300465,1,28271,71,41,2,4.49,3,390,84,I65,,
2017-05-03,300465,2,1,0,0,0,2.01,3.5,1235,0,I65,,
2017-12-20,300468,1,91478,13,10,6,0.09,3,204,157,I65,,
2017-12-19,300468,1,31603,74,38,7,4.49,3,390,84,I65,,
2017-08-31,300468,1,4131,3,0,0,5.56,2.5,668,381,I65,,
2017-09-21,300468,1,4059,3,1,0,5.62,2.5,668,381,I65,,
2017-11-16,300469,1,33587,39,38,2,1.66,2.5,324,388,I65,,
2017-06-30,300472,1,3649,1,1,0,1.31,2.5,400,303,C35,,
2017-07-02,300472,2,2418,1.5,0.5,1.5,2.97,4,2672.5,361.5,C35,,
2017-12-20,300472,1,15243,2,0,1,2.58,3,811,0,C35,,
2017-11-27,300474,5,129286.6,107,11.4,12.2,2.46,4,1309,340,C39,,
2017-07-21,300477,1,66743,9,9,10,1.55,3,506,0,C38,,
2017-11-04,300484,2,2.5,0,0,0,2.52,3.5,987,0,C38,,
2017-10-09,300484,2,6.5,0,0,0,2.45,3.5,989,0,C38,,
2017-12-01,300484,2,3,0,0,0,2.59,3.5,985,0,C38,,
2017-09-02,300484,1,1,0,0,0,2.35,3.5,1022,0,C38,,
2017-08-01,300484,2,3,0,0,0,2.26,3.5,989,0,C38,,
2017-01-10,300484,2,6,0,0,0,1.7,3.5,1001,0,C38,,
2017-01-26,300484,2,7.5,0,0,0,1.75,3.5,1003,0,C38,,
2017-02-05,300484,2,1.5,0,0,0,1.77,3.5,1001,0,C38,,
2017-05-01,300484,2,2,0,0,0,2.01,3.5,991,0,C38,,
2017-03-01,300484,2,2.5,0,0,0,1.84,3.5,997,0,C38,,
2017-04-04,300484,1,1,0,0,0,1.93,3.5,1023,0,C38,,
2017-04-14,300494,1,34030,13,12,3,2.55,4,853,369,I64,,
2017-06-19,300494,1,32835,135,100,1,3.99,3,390,84,I64,,
2017-12-04,300496,1,101928,88,21,16,1.13,4,11932,383,I65,,
2017-05-05,300498,1,32460,134,62,13,0.87,3.5,1338,347,A03,,
2017-06-16,300498,1,1912,4,1,1,4.79,3.5,280,325,A03,,
2017-03-01,300499,2,1.5,0,0,0,1.84,4,817,0,C38,,
2017-06-15,300508,1,24335,11,11,9,1.1,2.5,462,397,I65,,
2017-11-15,300508,1,57278,137,61,27,2.69,3.5,233,322,I65,,
2017-12-12,300510,1,5281,5,5,2,2.62,3.5,875,0,C38,,
2017-04-08,300516,2,9161,8,7,5,2.77,3.5,143,264,C39,,
2017-12-26,300517,1,3936,18,11,0,1.22,2.5,538,359,E48,,
2017-09-17,300523,2,1,0,0,0,2.39,3,988,0,I65,,
2017-02-16,300523,2,16,0,0,0,1.8,3,1022,0,I65,,
2017-02-08,300523,1,2758,2,2,2,0.16,3,623,377,I65,,
2017-02-07,300523,2,3.5,0,0,0,1.78,3,1022,0,I65,,
2017-01-29,300523,2,224960,356,144.5,9.5,0.03,2.5,217,365,I65,,
2017-09-01,300523,1,1,0,0,0,2.34,3,1035,0,I65,,
2017-08-23,300523,1,35873,5,5,1,2.32,3,866,0,I65,,
2017-08-16,300523,2,1,0,0,0,2.3,3,994,0,I65,,
2017-08-09,300523,1,23628,2,2,1,2.28,3,866,0,I65,,
2017-08-07,300523,1,3023,5,5,0,0.65,3,623,377,I65,,
2017-08-06,300523,1,5834,16,9,9,0.65,3,623,377,I65,,
2017-08-01,300523,2,7,0,0,0,2.26,3,998,0,I65,,
2017-07-18,300523,1,2460,5,5,1,0.6,3,623,377,I65,,
2017-07-17,300523,2,3,0,0,0,2.22,3,998,0,I65,,
2017-07-03,300523,2,2,0,0,0,2.18,3,1000,0,I65,,
2017-06-16,300523,2,4,0,0,0,2.13,3,1006,0,I65,,
2017-06-01,300523,2,10,0,0,0,2.09,3,1014,0,I65,,
2017-05-02,300523,2,2.5,0,0,0,2.01,3,1016,0,I65,,
2017-05-03,300523,3,2792,5,4.67,0,0.39,3,623,377,I65,,
2017-05-05,300523,1,3393,6,6,0,0.39,3,642,361,I65,,
2017-05-07,300523,1,4571,5,4,0,0.4,3,623,377,I65,,
2017-05-14,300523,1,4425,8,8,0,0.42,3,623,377,I65,,
2017-05-15,300523,1,1747,4,4,0,0.42,3,642,361,I65,,
2017-05-16,300523,2,5.5,0,0,0,2.05,3,1006,0,I65,,
2017-03-01,300523,2,2.5,0,0,0,1.84,3,1016,0,I65,,
2017-03-16,300523,2,6,0,0,0,1.88,3,1022,0,I65,,
2017-04-04,300523,2,4178,3.5,3.5,0.5,1.12,3,829.5,188.5,I65,,
2017-04-02,300523,4,4026.75,4.25,4.25,0.25,0.3,3,623,377,I65,,
2017-03-29,300523,1,3690,3,3,0,0.29,3,623,377,I65,,
2017-04-10,300523,2,3551,6.5,6,0.5,0.33,3,642,377,I65,,
2017-04-12,300523,1,3285,9,8,0,0.33,3,642,361,I65,,
2017-04-13,300523,1,1461,1,1,0,0.33,3,642,361,I65,,
2017-04-14,300523,1,32809,6,7,1,1.96,3,866,0,I65,,
2017-04-17,300523,2,5,0,0,0,1.97,3,1014,0,I65,,
2017-04-19,300523,1,4538,6,2,0,0.35,3,623,377,I65,,
2017-12-18,300523,1,1,0,0,0,2.64,3,1033,0,I65,,
2017-11-16,300523,3,4347.67,0.33,0.33,0,1.53,3,1832.5,0,I65,,
2017-10-17,300523,2,3.5,0,0,0,2.47,3,988,0,I65,,
2017-12-04,300523,2,5.5,0,0,0,2.6,3,982,0,I65,,
2017-10-09,300523,1,6,0,0,0,2.45,3,994,0,I65,,
2017-01-11,300523,2,7868,26,25,1,0.08,3,623,375,I65,,
2017-01-17,300523,2,5.5,0,0,0,1.72,3,1022,0,I65,,
2017-01-18,300523,1,2732,5,3,0,0.1,3,642,361,I65,,
2017-01-03,300523,2,4.5,0,0,0,1.68,3,1022,0,I65,,
2017-11-09,300527,1,40962,6,6,2,2.53,3,357,0,C35,,
2017-12-08,300529,1,14160,9,5,2,2.86,4,1867,374,C35,,
2017-03-10,300533,1,75138,21,20,7,1.86,2.5,352,0,I65,,
2017-11-23,300539,1,6907,17,12,1,1.36,3.5,1187,354,C29,,
2017-03-31,300539,1,74259,111,75,12,3.47,4,259,305,C29,,
2017-06-14,300539,1,1,0,0,0,2.13,3,670,0,C29,,
2017-04-05,300541,1,30298,10,10,1,1.93,3,565,0,I65,,
2017-09-04,300547,1,70542,6,6,6,2.35,3,513,0,C29,,
2017-12-04,300549,2,8,0,0,0,2.6,2.5,407,0,C35,,
2017-11-01,300549,2,5.5,0,0,0,2.51,2.5,409,0,C35,,
2017-09-04,300549,2,1,0,0,0,2.35,2.5,413,0,C35,,
2017-07-04,300549,2,1,0,0,0,2.18,2.5,415,0,C35,,
2017-08-02,300549,2,1.5,0,0,0,2.26,2.5,413,0,C35,,
2017-02-04,300549,2,4,0,0,0,1.77,2.5,425,0,C35,,
2017-06-01,300549,2,6,0,0,0,2.09,2.5,421,0,C35,,
2017-05-03,300549,2,3,0,0,0,2.01,2.5,421,0,C35,,
2017-03-01,300549,2,2,0,0,0,1.84,2.5,425,0,C35,,
2017-04-05,300549,2,3.5,0,0,0,1.93,2.5,425,0,C35,,
2017-01-09,300549,1,1,0,0,0,1.7,2.5,428,0,C35,,
2017-06-06,300550,1,10149,7,7,1,3.12,3.5,2609,300,I65,,
2017-11-24,300550,1,15485,6,6,11,2.57,2.5,646,0,I65,,
2017-12-12,300550,2,9378.5,52,29.5,10.5,0.16,2.5,129,165.5,I65,,
2017-10-31,300550,1,27428,7,7,0,2.51,2.5,613,0,I65,,
2017-04-26,300550,1,53947,10,10,0,1.99,2.5,645,0,I65,,
2017-01-03,300550,1,21333,22,15,4,0.12,3,148,3,I65,,
2017-05-08,300550,1,78033,7,7,2,2.02,2.5,645,0,I65,,
2017-07-14,300552,1,382349,859,337,40,3.5,3.5,258,352,I65,,
2017-05-09,300553,1,21797,1,1,1,2.86,2.5,432,0,C40,,
2017-09-26,300554,1,969,1,1,1,3.4,3.5,238,319,C30,,
2017-09-04,300555,2,1,0,0,0,2.35,3,665,0,C39,,
2017-11-01,300555,2,3,0,0,0,2.51,3,661,0,C39,,
2017-10-09,300555,1,5,0,0,0,2.45,3,665,0,C39,,
2017-12-01,300555,2,3,0,0,0,2.59,3,659,0,C39,,
2017-04-05,300555,2,5,0,0,0,1.93,3,677,0,C39,,
2017-03-02,300555,2,6.5,0,0,0,1.84,3,679,0,C39,,
2017-05-02,300555,2,2.5,0,0,0,2.01,3,673,0,C39,,
2017-06-01,300555,1,1,0,0,0,2.09,3,673,0,C39,,
2017-02-07,300555,2,2,0,0,0,1.78,3,679,0,C39,,
2017-01-10,300555,2,3.5,0,0,0,1.7,3,681,0,C39,,
2017-08-08,300555,2,3,0,0,0,2.28,3,665,0,C39,,
2017-07-03,300555,2,2.5,0,0,0,2.18,3,669,0,C39,,
2017-09-08,300558,1,15310,38,13,11,0.29,2.5,398,332,C27,,
2017-11-07,300558,1,30726,15,15,25,2.53,3.5,703,0,C27,,
2017-10-10,300558,1,8361,16,9,1,0.38,2.5,398,332,C27,,
2017-12-25,300562,2,3,0,0,0,2.66,3,794,0,C35,,
2017-10-09,300562,2,2,0,0,0,2.45,3,801,0,C35,,
2017-10-16,300562,2,1,0,0,0,2.47,3,800,0,C35,,
2017-11-03,300562,2,2.5,0,0,0,2.52,3,800,0,C35,,
2017-11-16,300562,1,2,0,0,0,2.55,3,844,0,C35,,
2017-12-01,300562,1,1,0,0,0,2.59,3,844,0,C35,,
2017-07-17,300562,2,1,0,0,0,2.22,3,805,0,C35,,
2017-08-03,300562,2,1.5,0,0,0,2.26,3,805,0,C35,,
2017-09-01,300562,1,4,0,0,0,2.34,3,805,0,C35,,
2017-09-18,300562,1,1,0,0,0,2.39,3,845,0,C35,,
2017-09-06,300567,1,26387,5,6,0,2.84,2.5,523,0,C40,,
2017-10-23,300567,1,154846,369,203,25,4.13,4,907,356,C40,,
2017-10-27,300567,1,41008,22,6,9,1.76,3.5,532,393,C40,,
2017-11-30,300567,1,62904,48,48,23,3.08,2.5,619,0,C40,,
2017-12-01,300567,1,54929,366,40,2,9.05,3.5,213,348,C40,,
2017-12-14,300567,1,11134,1,1,0,3.12,2.5,523,0,C40,,
2017-03-29,300567,1,19598,23,23,1,2.4,2.5,619,0,C40,,
2017-06-15,300567,1,16840,53,9,3,8.59,3.5,216,361,C40,,
2017-12-14,300572,1,36151,8,8,17,2.63,2.5,653,0,C40,,
2017-01-09,300575,1,1,0,0,0,1.02,3,510,0,C26,,
2017-08-17,300576,1,7159,6,3,1,2.3,3,488,352,C26,,
2017-02-15,300576,1,1,0,0,0,2.1,2.5,379,0,C26,,
2017-08-23,300580,1,58450,11,11,5,2.67,3,426,0,C36,,
2017-10-25,300581,1,12107,1,1,0,2.79,3,532,0,C39,,
2017-05-02,300581,1,51300,3,3,9,2.3,3,520,0,C39,,
2017-04-26,300581,1,3608,1,1,0,2.29,3,520,0,C39,,
2017-12-12,300583,1,7576,4,3,4,4.42,4,2000,362,C27,,
2017-10-16,300583,1,35323,63,63,3,2.37,3,621,0,C27,,
2017-08-16,300584,2,1,0,0,0,2.12,3,741,0,C27,,
2017-09-01,300584,1,1,0,0,0,2.17,3,758,0,C27,,
2017-09-19,300584,2,1.5,0,0,0,2.22,3,737,0,C27,,
2017-06-01,300584,2,7.5,0,0,0,1.92,3,747,0,C27,,
2017-01-30,300584,1,4789,4,3,12,0.23,2.5,286,112,C27,,
2017-01-26,300584,1,4329,3,4,6,3.67,3.5,742,304,C27,,
2017-07-03,300584,2,3.5,0,0,0,2,3,747,0,C27,,
2017-06-16,300584,2,4,0,0,0,1.96,3,747,0,C27,,
2017-08-02,300584,2,5,0,0,0,2.08,3,743,0,C27,,
2017-12-08,300585,1,36794,52,43,6,2.61,3.5,439,349,C36,,
2017-04-26,300586,1,5159,6,5,3,3.85,3,205,347,C29,,
2017-03-15,300588,1,4604,6,3,1,8.33,3,15,366,I65,,
2017-01-24,300590,1,24657,15,3,3,10.02,3.5,165,352,C39,,
2017-08-20,300590,1,396726,615,19,25,4.2,4,206,364,C39,,
2017-08-21,300593,1,40426,10,10,1,2.28,2.5,539,0,C38,,
2017-08-28,300593,1,62424,7,7,7,2.3,2.5,539,0,C38,,
2017-08-03,300593,1,15064,14,2,2,2.26,3,488,352,C38,,
2017-03-17,300595,1,1,0,0,0,1.71,3,863,0,C35,,
2017-03-15,300595,2,19.5,0,0,0,1.7,3,852,0,C35,,
2017-12-01,300595,1,2,0,0,0,2.42,3,862,0,C35,,
2017-12-17,300595,1,13064,8,5,1,2.88,4,1867,374,C35,,
2017-12-18,300595,1,1,0,0,0,2.46,3,862,0,C35,,
2017-05-23,300596,1,89491,87,20,21,3.53,2.5,579,381,C26,,
2017-11-03,300596,1,33557,102,49,4,3.78,3,399,349,C26,,
2017-11-29,300596,1,226666,214,60,4,0.77,2.5,113,393,C26,,
2017-03-24,300598,1,112046,39,27,8,2.25,3,564,0,I65,,
2017-12-14,300601,1,15947,1,1,4,2.49,3.5,558,0,C27,,
2017-03-21,300602,1,108148,29,23,16,1.72,3,709,0,C39,,
2017-12-01,300602,1,3,0,0,0,2.42,3,805,0,C39,,
2017-12-18,300602,2,8,0,0,0,2.46,3,798,0,C39,,
2017-11-03,300603,1,1522,2,2,1,0.51,2.5,1304,318,I65,,
2017-11-06,300603,1,1073,1,1,0,0.52,2.5,1304,318,I65,,
2017-12-15,300603,1,910,1,1,0,0.62,2.5,1317,345,I65,,
2017-10-31,300603,1,785,1,1,0,0.5,2.5,1317,345,I65,,
2017-09-11,300604,1,410225,307,181,46,4.57,3.5,260,340,C35,,
2017-09-26,300605,1,4153,10,2,0,6.7,3,1300,359,I65,,
2017-03-13,300605,1,7,0,0,0,1.7,2.5,371,0,I65,,
2017-05-23,300605,1,44702,105,17,6,6.35,3,1291,321,I65,,
2017-12-25,300606,1,33194,5,5,6,3.03,2.5,475,0,C30,,
2017-12-18,300606,1,1,0,0,0,3.01,2.5,517,0,C30,,
2017-12-04,300606,2,4,0,0,0,2.97,2.5,504,0,C30,,
2017-11-18,300606,2,1.5,0,0,0,2.93,2.5,506,0,C30,,
2017-11-13,300606,1,9234,8,0,1,8.47,3.5,374,382,C30,,
2017-11-01,300606,2,2.5,0,0,0,2.88,2.5,510,0,C30,,
2017-10-16,300606,2,3,0,0,0,2.84,2.5,512,0,C30,,
2017-10-10,300606,2,4.5,0,0,0,2.82,2.5,512,0,C30,,
2017-09-20,300606,1,13209,59,8,6,2.08,2.5,122,377,C30,,
2017-09-16,300606,2,5,0,0,0,2.76,2.5,512,0,C30,,
2017-09-02,300606,1,1,0,0,0,2.72,2.5,518,0,C30,,
2017-09-06,300607,1,165577,366,142,31,5.12,3.5,984,369,C34,,
2017-04-28,300607,1,50866,30,18,7,7.42,4,2145,390,C34,,
2017-03-15,300607,1,50081,127,51,11,1.76,4,1280,318,C34,,
2017-03-10,300607,1,48792,94,18,14,1.74,4,1280,317,C34,,
2017-12-15,300608,1,32641,115,97,3,4.71,3,531,349,I65,,
2017-03-16,300608,1,26528,57,20,5,1.04,3,1917,308,I65,,
2017-02-01,300608,1,39902,93,63,38,3.04,3,352,388,I65,,
2017-08-09,300610,3,9657.67,36,7,1.67,2.27,3,488,352,C26,,
2017-08-06,300610,1,9177,18,3,10,2.27,3,488,352,C26,,
2017-08-04,300610,2,8028.5,12,5,5,2.26,3,488,352,C26,,
2017-08-03,300610,1,8889,16,5,5,2.26,3,488,352,C26,,
2017-08-02,300610,1,6513,9,1,2,2.25,3,488,352,C26,,
2017-08-01,300610,1,10856,27,7,3,2.25,3,488,352,C26,,
2017-08-17,300610,1,8938,23,2,1,2.3,3,488,352,C26,,
2017-11-11,300610,1,12753,28,6,3,2.53,3,488,352,C26,,
2017-01-29,300610,1,126429,234,180,101,1.45,4.5,1415,396,C26,,
2017-12-20,300612,1,20439,16,16,4,2.51,3.5,1051,0,L72,,
2017-05-21,300612,1,6894,1,0,1,3.38,2.5,450,383,L72,,
2017-03-03,300612,1,6656,10,10,4,0.74,2.5,32,349,L72,,
2017-07-21,300613,1,38741,170,157,161,2.46,3,344,308,I65,,
2017-11-28,300618,1,1138639,1777,978,87,4.11,3,317,390,C32,,
2017-06-04,300618,1,136816,380,182,38,0,3,14,328,C32,,
2017-02-20,300619,1,235629,797,159,51,1.5,2.5,122,377,C35,,
2017-03-15,300619,2,5,0,0,0,2.25,3,668,0,C35,,
2017-11-19,300619,1,3629,9,6,0,2.98,2.5,51,92,C35,,
2017-05-24,300622,1,17274,70,0,5,1.68,3.5,971,390,F52,,
2017-04-02,300623,1,9470,4,0,2,8.85,3,530,395,C39,,
2017-10-14,300627,1,5076,5,5,0,2.95,3.5,1902,336,C39,,
2017-07-22,300628,1,2179,1,1,0,0.08,2.5,309,169,C39,,
2017-04-05,300628,1,10338,9,0,0,10.22,3.5,165,351,C39,,
2017-03-18,300628,1,65314,141,0,29,0.04,3,128,369,C39,,
2017-03-09,300628,1,4246983,852,840,2067,3.25,4,514,1,C39,,
2017-04-04,300629,1,59473,134,19,37,0.08,3,128,369,C33,,
2017-03-30,300630,1,86131,146,25,24,0.07,3,128,369,C27,,
2017-12-15,300631,1,4447,3,1,0,0.61,3.5,1934,348,C35,,
2017-11-10,300635,1,35729,29,29,2,1.99,3,470,0,M74,,
2017-12-01,300637,1,1,0,0,0,2.05,2.5,652,0,C26,,
2017-10-09,300637,2,3.5,0,0,0,1.91,2.5,645,0,C26,,
2017-11-01,300637,2,1.5,0,0,0,1.97,2.5,641,0,C26,,
2017-08-01,300637,2,3.5,0,0,0,1.72,2.5,645,0,C26,,
2017-09-01,300637,2,6,0,0,0,1.8,2.5,645,0,C26,,
2017-04-15,300638,1,77541,155,39,55,0.11,3,128,369,C39,,
2017-04-14,300638,1,2693,2,0,1,0.11,3,131,335,C39,,
2017-11-21,300639,1,19199,28,19,8,2.76,3,72,364,C27,,
2017-12-10,300639,1,16822,18,2,2,4.7,3,531,349,C27,,
2017-12-05,300641,2,11,0,0,0,1.95,2.5,342,0,C26,,
2017-11-16,300641,1,2,0,0,0,1.9,2.5,367,0,C26,,
2017-09-18,300641,2,1,0,0,0,1.73,2.5,350,0,C26,,
2017-11-01,300641,2,4.5,0,0,0,1.85,2.5,348,0,C26,,
2017-10-17,300641,2,2,0,0,0,1.81,2.5,348,0,C26,,
2017-05-17,300641,2,8.5,0,0,0,1.39,2.5,361,0,C26,,
2017-12-18,300641,2,6.5,0,0,0,1.98,2.5,344,0,C26,,
2017-06-19,300641,2,1.5,0,0,0,1.48,2.5,361,0,C26,,
2017-07-17,300641,2,1.5,0,0,0,1.56,2.5,358,0,C26,,
2017-10-09,300641,2,7,0,0,0,1.79,2.5,356,0,C26,,
2017-08-18,300641,1,1,0,0,0,1.65,2.5,368,0,C26,,
2017-09-01,300641,2,5.5,0,0,0,1.69,2.5,356,0,C26,,
2017-07-04,300641,2,1,0,0,0,1.53,2.5,358,0,C26,,
2017-08-01,300641,2,8,0,0,0,1.6,2.5,356,0,C26,,
2017-05-04,300643,1,73864,10,10,6,1.4,3,556,0,C36,,
2017-10-19,300645,1,152916,133,42,28,2.65,3.5,2412,334,I65,,
2017-11-09,300645,1,1988,2,2,1,6.58,3,863,350,I65,,
2017-11-10,300645,1,5239,6,3,3,6.58,3,839,372,I65,,
2017-11-14,300645,1,1793,1,1,0,6.59,3,863,350,I65,,
2017-12-26,300648,1,46831,17,17,4,2.06,3,680,0,C40,,
2017-12-15,300648,1,39731,12,0,8,2.03,3,680,0,C40,,
2017-11-17,300651,1,49673,34,26,15,1.82,3,927,332,C24,,
2017-07-05,300656,1,74477,25,25,12,1.38,2.5,574,0,C39,,
2017-05-19,300659,1,154734,60,59,270,2.07,4.5,2577,322,I65,,
2017-07-03,300661,1,16179,35,4,3,2.06,4,1323,311,C39,,
2017-12-07,300662,1,14417,16,10,4,1.32,4,6095,364,L72,,
2017-11-06,300662,1,13513,19,9,5,1.23,4,6082,345,L72,,
2017-10-19,300662,1,15039,8,8,15,1.79,3,716,0,L72,,
2017-06-12,300662,3,1.33,0,0,0,1.44,3,714,0,L72,,
2017-11-10,300663,1,18307,106,20,4,2.64,3,829,325,I65,,
2017-11-03,300663,1,4187,9,4,2,2.62,3,829,326,I65,,
2017-10-28,300663,1,6378,10,8,0,2.61,3,831,311,I65,,
2017-12-09,300666,2,8761,18.5,0,1.5,2.81,3.5,2611,398,C39,,
2017-08-28,300666,1,3892,7,4,10,2.23,2.5,986,331,C39,,
2017-10-09,300666,1,117531,144,83,34,0.34,3.5,110,357,C39,,
2017-08-09,300666,1,186785,210,107,16,0.54,3,247,313,C39,,
2017-06-19,300668,1,19986,129,94,2,3.99,3,390,84,M74,,
2017-07-20,300668,1,32905,70,28,10,4.19,4,855,310,M74,,
2017-09-02,300672,1,514307,497,156,77,5.52,4,81,392,C39,,
2017-12-22,300672,1,10142,46,0,1,0.81,3.5,863,330,C39,,
2017-08-29,300675,1,785,1,1,3,3.64,3,79,321,M74,,
2017-11-07,300676,1,6969,12,11,5,1.93,2.5,198,156,M74,,
2017-11-15,300676,2,23429,55,3,14,4.34,4,507,391,M74,,
2017-11-16,300676,1,3081,7,5,4,1.07,2.5,457,306,M74,,
2017-11-23,300676,2,4583,11,1,0.5,7.91,3.25,1133.5,360.5,M74,,
2017-11-24,300676,2,71998.5,212.5,172.5,22.5,2.29,4,7617,262.5,M74,,
2017-11-27,300676,1,24225,109,75,17,3.45,2.5,66,346,M74,,
2017-11-28,300676,1,9011,34,13,4,4.37,4,495,340,M74,,
2017-12-06,300676,1,6825,30,0,1,4.39,4,490,302,M74,,
2017-12-07,300676,1,74441,34,34,13,1.97,4,1106,0,M74,,
2017-12-20,300676,1,50906,140,125,31,0.3,3,62,395,M74,,
2017-12-28,300676,1,150647,192,166,17,0.33,3,62,395,M74,,
2017-09-08,300676,1,18204,21,9,9,2.71,3.5,2211,363,M74,,
2017-09-09,300676,1,19562,50,24,11,3.42,2.5,254,380,M74,,
2017-10-08,300676,1,776360,1537,404,288,1.5,4,211,393,M74,,
2017-10-31,300676,1,61304,184,18,14,0.33,2.5,27,309,M74,,
2017-08-10,300676,1,6617,23,21,6,5.62,4,3469,317,M74,,
2017-07-31,300676,1,4691,13,13,8,1.31,2.5,200,323,M74,,
2017-07-19,300676,1,2618,4,1,1,5.3,4,1112,360,M74,,
2017-08-09,300676,1,720442,1118,650,177,2.38,4,148,308,M74,,
2017-07-13,300676,1,13907,6,6,2,1.06,2.5,74,117,M74,,
2017-06-27,300676,2,8559,1,1,0.5,1.52,4,1195,0,M74,,
2017-12-30,300679,1,43104,54,21,9,5.45,4.5,7310,319,C39,,
2017-10-18,300679,1,135917,322,62,124,2.35,4,1280,302,C39,,
2017-08-04,300679,1,142452,78,78,64,1.17,3,469,0,C39,,
2017-08-21,300679,1,57927,27,20,17,4.14,4,2316,343,C39,,
2017-08-29,300679,1,143919,33,33,29,1.24,3,491,0,C39,,
2017-11-23,300683,1,91524,175,101,25,2.76,3,71,358,C27,,
2017-08-15,300683,1,19598,13,11,3,6.1,4,6549,374,C27,,
2017-11-03,300685,1,9883,3,0,5,3.18,3,1787,331,C27,,
2017-08-13,300685,1,37212,63,22,19,2.57,2.5,20,345,C27,,
2017-09-14,300687,1,152215,475,54,29,2.26,4,1280,318,I65,,
2017-10-18,300687,1,4426,9,7,7,2.35,4,1309,314,I65,,
2017-09-09,300687,1,195408,549,106,51,2.24,4,1280,315,I65,,
2017-10-13,300687,1,4329,10,2,1,2.34,4,1309,314,I65,,
2017-09-13,300687,1,2067,7,0,1,2.25,4,1331,310,I65,,
2017-09-20,300687,1,113796,338,0,21,2.27,4,1291,340,I65,,
2017-09-15,300687,1,92889,303,24,15,2.26,4,1280,315,I65,,
2017-09-19,300687,2,17857.5,59,15,10,2.27,4,1309,314,I65,,
2017-08-21,300688,1,5071,17,3,1,3.01,3.5,169,343,L72,,
2017-11-07,300688,1,28677,47,23,18,4.68,4.5,645,368,L72,,
2017-10-03,300688,1,16811,7,7,2,2.5,4,1241,303,L72,,
2017-07-31,300688,1,6863,9,3,6,2,2.5,213,337,L72,,
2017-12-24,300691,2,6713.5,4,0,2,10.94,3.5,165,345,C39,,
2017-10-29,300691,1,14512,6,4,1,2.35,3.5,952,341,C39,,
2017-10-08,300691,1,4722,8,5,0,3.22,3,1190,324,C39,,
2017-09-11,300691,1,3434,2,0,1,2.21,3.5,977,336,C39,,
2017-08-10,300693,1,77702,12,12,10,1.38,2.5,418,0,C38,,
2017-08-24,300693,1,111773,35,35,36,1.42,2.5,418,0,C38,,
2017-08-29,300693,1,160262,8,8,15,1.43,2.5,418,0,C38,,
2017-09-25,300695,1,90613,301,0,23,2.29,4,1288,396,C36,,
2017-10-10,300695,1,1672,1,0,0,2.33,4,1289,307,C36,,
2017-12-03,300695,1,39434,78,62,6,2.59,3.5,439,349,C36,,
2017-12-20,300695,1,75316,17,17,5,2.1,3,302,0,C36,,
2017-09-22,300695,1,101802,312,47,33,2.28,4,1336,340,C36,,
2017-11-29,300696,1,2594,3,2,3,3.85,2.5,289,155,C37,,
2017-11-13,300696,1,33212,68,12,6,2.42,4,1295,308,C37,,
2017-10-27,300696,1,14037,31,2,4,2.38,4,1315,341,C37,,
2017-09-20,300696,1,3643,3,0,0,10.68,3.5,166,312,C37,,
2017-10-16,300698,1,32329,162,97,15,4.55,3,531,349,C39,,
2017-08-31,300698,1,163220,14,14,15,1.19,3,541,0,C39,,
2017-11-04,300699,1,2711,3,2,1,0.57,3,908,331,C28,,
2017-11-14,300699,1,66294,208,105,9,0.72,3.5,321,330,C28,,
2017-11-13,300699,1,3021,2,2,0,0.69,2.5,396,380,C28,,
2017-10-02,300699,1,16834,33,13,6,2.05,3.5,264,352,C28,,
2017-10-04,300699,2,13009,13,7.5,11,0.88,2.5,1299.5,349,C28,,
2017-09-20,300699,1,11270,22,12,3,2.29,4,3099,345,C28,,
2017-09-28,300699,1,2087,3,3,3,6.95,4,2963,323,C28,,
2017-09-01,300699,1,10504,40,25,16,0.52,3.5,869,300,C28,,
2017-11-21,300700,1,46269,65,34,16,6.71,2.5,48,321,C30,,
2017-12-19,300702,1,36096,33,0,4,1.32,2.5,422,0,C27,,
2017-09-23,300702,1,65643,75,75,88,1.08,2.5,439,0,C27,,
2017-09-10,300702,1,1424,0,0,1,3.5,4,2705,340,C27,,
2017-09-11,300702,2,11026,3,3,2.5,2.23,2.75,384,162,C27,,
2017-09-16,300702,1,8327,4,4,3,3.3,2.5,260,348,C27,,
2017-11-18,300706,1,12850,6,6,0,0.54,2.5,484,314,C41,,
2017-12-04,300707,1,45909,67,51,10,2.59,3.5,439,349,C35,,
2017-10-28,300707,1,25504,3,3,1,2.43,3,100,365,C35,,
2017-11-07,300709,1,19039,47,14,7,2.41,4,1280,304,C39,,
2017-11-13,300709,1,28666,44,13,7,2.42,4,1315,341,C39,,
2017-11-01,300709,2,38618.5,67.5,19.5,9,2.39,4,1280,306,C39,,
2017-09-22,300709,1,202513,9,9,18,1.23,3,460,0,C39,,
2017-11-23,300713,1,2,0,0,0,2.5,2.5,66,308,C38,,
2017-11-28,300723,1,27766,119,30,18,2.46,4,1289,307,C27,,
2017-11-18,300723,1,2297,2,1,0,3.73,2.5,84,294,C27,,
