PostDate,Stkcd,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2017-08-03,600760,2,103538.5,143,130,27.5,1.36,1.75,46,156,C36,,
2017-11-17,600760,1,54721,76,73,23,8.59,4.5,1739,385,C36,,
2017-02-14,600760,1,272786,681,527,60,3.95,4,46,352,C36,,
2017-03-29,600761,1,206286,538,127,74,4.07,2,210,316,C35,,
2017-11-15,600766,1,18595,21,3,8,4.63,3,531,349,B09,,
2017-11-30,600767,1,16906,28,24,6,4.12,3,996,383,I65,,
2017-09-22,600767,1,83226,60,11,6,3.59,2,15,229,I65,,
2017-07-25,600767,1,2730,11,0,12,0.16,2,65,247,I65,,
2017-08-03,600767,2,1419.5,1,1,6,0.19,2,65,247,I65,,
2017-07-10,600767,1,2010,1,0,2,0.12,2,65,247,I65,,
2017-07-12,600767,1,2249,4,0,1,0.13,2,65,247,I65,,
2017-07-16,600767,1,1064,1,1,0,0.14,2,65,247,I65,,
2017-11-23,600770,1,14189,13,7,4,8.47,4,924,374,S90,,
2017-07-12,600771,1,1560,1,0,1,1.67,2,102,329,C27,,
2017-05-08,600773,1,4451,6,6,2,0.01,3,1891,27,K70,,
2017-03-27,600773,1,1718,1,1,0,0,3,3455,60,K70,,
2017-09-20,600773,1,16325,41,16,9,8.6,4,206,304,K70,,
2017-11-16,600773,1,13151,14,5,1,0.9,1,3,18,K70,,
2017-01-25,600775,1,58985,18,18,7,3.83,0,2957,0,C39,,
2017-03-21,600775,1,35984,14,14,7,3.98,0,2958,0,C39,,
2017-01-04,600775,1,46085,8,6,3,3.78,0,2958,0,C39,,
2017-10-13,600776,1,49733,105,0,21,2.27,3.5,230,376,C39,,
2017-11-27,600776,1,1436,3,1,2,8.37,2.5,608,332,C39,,
2017-03-21,600776,1,1960,1,1,0,2.3,1,64,282,C39,,
2017-10-31,600778,1,2946,3,1,1,2.49,3,78,355,F52,,
2017-09-06,600778,1,45887,52,52,9,4.45,3,942,0,F52,,
2017-11-20,600779,1,20367,156,58,5,3.92,4,908,360,C15,,
2017-12-30,600780,1,4300,4,2,0,1.18,2.5,750,373,D44,,
2017-12-31,600780,1,3831,2,1,0,1.18,2.5,750,373,D44,,
2017-12-29,600780,1,4346,3,2,0,1.18,2.5,777,360,D44,,
2017-12-28,600780,1,4320,6,3,0,1.18,2.5,777,360,D44,,
2017-12-22,600780,1,3119,4,3,0,1.16,2.5,777,360,D44,,
2017-12-24,600780,1,2812,3,1,0,1.16,2.5,777,360,D44,,
2017-12-25,600780,2,8239.5,3.5,2,0.5,1.17,2.5,777,373,D44,,
2017-12-18,600780,1,3854,6,4,0,1.15,2.5,750,373,D44,,
2017-12-19,600780,1,4409,10,7,2,1.15,2.5,716,307,D44,,
2017-12-20,600780,1,3848,5,4,0,1.15,2.5,750,373,D44,,
2017-12-16,600780,1,3006,2,2,0,1.14,2.5,750,373,D44,,
2017-12-14,600780,1,3517,3,2,0,1.14,2.5,777,360,D44,,
2017-12-03,600780,1,7082,12,7,2,2.61,2,66,377,D44,,
2017-08-22,600780,1,103056,230,103,26,2.24,1.5,70,253,D44,,
2017-06-28,600780,1,6557,14,6,3,2.17,2,66,377,D44,,
2017-03-09,600782,1,27441,17,17,3,3.95,3.5,1266,0,C31,,
2017-11-08,600782,1,2381,2,2,1,0.05,0,1,0,C31,,
2017-12-30,600783,1,9606,1,1,0,4.76,3.5,2477,0,S90,,
2017-12-29,600783,1,8503,2,2,3,4.76,3.5,2477,0,S90,,
2017-12-28,600783,1,7832,1,1,0,4.76,3.5,2477,0,S90,,
2017-12-27,600783,1,7739,1,1,0,4.76,3.5,2477,0,S90,,
2017-12-26,600783,1,8258,1,1,1,4.75,3.5,2477,0,S90,,
2017-12-20,600783,1,9920,3,3,1,4.74,3.5,2477,0,S90,,
2017-11-12,600783,1,2198,1,0,0,0.98,2,94,361,S90,,
2017-12-03,600783,1,9026,17,5,5,1.04,2,95,387,S90,,
2017-12-17,600783,1,4793,2,0,0,1.08,2,94,362,S90,,
2017-03-17,600783,1,5459,15,0,2,0.18,3,569,314,S90,,
2017-07-23,600783,1,3690,6,1,1,11.36,4,248,346,S90,,
2017-11-06,600784,1,47586,54,20,13,0.63,1.5,4,133,S90,,
2017-01-10,600784,1,55060,8,8,3,3.79,3.5,954,0,S90,,
2017-02-27,600784,1,33984,24,22,3,3.93,3.5,955,0,S90,,
2017-12-18,600785,1,18812,55,52,5,0,1,1,3,F52,,
2017-10-14,600785,1,9024,10,8,5,2.54,0.5,286,391,F52,,
2017-01-08,600785,1,29897,118,97,1,0.63,0.5,53,377,F52,,
2017-01-12,600785,2,14199.5,44.5,11,1,0.64,1,57,387,F52,,
2017-12-31,600785,1,9310,40,11,4,0.1,2,174,320,F52,,
2017-10-17,600785,1,21281,222,222,9,0.38,2.5,24,48,F52,,
2017-09-20,600787,1,244634,275,20,45,4.34,3,1466,321,G59,,
2017-07-17,600787,1,1933,2,2,0,2.03,0,26,130,G59,,
2017-11-22,600791,1,6251,28,28,1,2.29,1,36,27,K70,,
2017-10-18,600791,1,25442,8,8,2,4.56,3,1130,0,K70,,
2017-08-29,600791,1,26121,50,40,13,8.07,2,67,274,K70,,
2017-09-28,600791,1,67199,162,123,7,4.5,3,531,349,K70,,
2017-04-19,600792,1,2262,0,0,1,1.33,3,237,394,C25,,
2017-10-30,600792,1,3183,3,3,1,10.05,3.5,1427,359,C25,,
2017-04-19,600793,1,5637,5,1,8,9.15,4,207,332,C22,,
2017-07-17,600795,1,12328,12,0,4,3.82,2.5,457,328,D44,,
2017-10-09,600795,1,16427,7,7,3,0.39,1.5,133,0,D44,,
2017-06-08,600795,1,918513,1536,0,274,0,2.5,24,346,D44,,
2017-09-19,600796,1,89237,287,45,17,0.32,1.5,16,366,C26,,
2017-01-13,600796,1,41976,7,3,1,3.8,3,750,0,C26,,
2017-03-31,600797,1,8655,2,0,6,0.43,2.5,196,377,I65,,
2017-04-08,600797,1,6595,2,2,5,4.71,3.5,880,305,I65,,
2017-10-27,600797,1,50657,19,19,6,4.59,4,3168,0,I65,,
2017-10-13,600797,1,8478,20,3,3,7.35,4,1607,372,I65,,
2017-05-04,600797,1,127430,31,31,16,4.1,4,3154,0,I65,,
2017-07-05,600797,1,9346,4,4,2,0.96,1,6,39,I65,,
2017-08-18,600800,1,8464,18,17,4,2.21,2,224,370,C39,,
2017-07-27,600800,1,8658,23,19,17,2.15,2,224,370,C39,,
2017-07-28,600800,1,3889,8,7,12,2.15,2,224,370,C39,,
2017-07-31,600800,1,3352,3,3,4,2.16,2,224,370,C39,,
2017-08-01,600800,1,2777,6,6,2,2.16,2,224,370,C39,,
2017-08-02,600800,1,2742,5,5,4,2.17,2,224,370,C39,,
2017-04-12,600800,1,1593,1,1,0,1.36,1,11,343,C39,,
2017-03-16,600800,1,6786,8,6,1,2.8,3,61,353,C39,,
2017-12-29,600803,1,3882,2,2,1,1.25,2,462,317,C26,,
2017-12-08,600803,1,9960,8,5,5,9.76,3,574,319,C26,,
2017-12-07,600804,2,77973,12,12,7,4.7,4,3453,0,I64,,
2017-04-14,600804,1,34855,11,10,2,4.05,4,3522,0,I64,,
2017-05-25,600805,1,3554,4,3,3,2.09,1.5,57,130,S90,,
2017-11-17,600805,1,10131,14,7,1,0.97,3,804,389,S90,,
2017-12-13,600806,1,8017,12,10,0,1.74,3,545,393,C34,,
2017-02-28,600808,1,312992,211,149,45,3.87,4,417,309,C31,,
2017-03-02,600808,1,10707,31,28,1,0.06,2,153,385,C31,,
2017-07-06,600808,1,3989,4,4,1,0.41,2,153,385,C31,,
2017-07-28,600809,1,2098,1,0,2,4.19,3,649,236,C15,,
2017-04-15,600809,1,10919,27,1,3,0.28,2,51,338,C15,,
2017-02-23,600809,1,1132,1,1,0,0,2,211,367,C15,,
2017-12-04,600810,1,12974,49,46,25,0.04,2,157,315,C28,,
2017-11-09,600810,1,9840,27,27,20,0.06,2.5,176,325,C28,,
2017-11-21,600811,1,6308,17,17,5,0.17,2,131,275,F51,,
2017-11-15,600811,1,2194,3,3,1,0.48,0,64,143,F51,,
2017-12-15,600811,1,2377,11,3,2,0.63,2.5,637,327,F51,,
2017-11-23,600811,1,5271,14,14,3,0.19,2,114,51,F51,,
2017-12-22,600811,2,10870,64,5,3,0.65,2.5,639,327,F51,,
2017-09-10,600811,1,136542,167,167,9,0.3,0,64,143,F51,,
2017-12-03,600811,1,11352,35,35,0,0.2,2,131,275,F51,,
2017-10-06,600811,1,9021,22,22,2,2.42,3.5,3100,328,F51,,
2017-12-29,600811,1,27479,92,82,3,0.51,2,61,359,F51,,
2017-12-07,600811,1,17231,69,60,3,3.5,3,3885,390,F51,,
2017-10-20,600811,1,41966,200,94,6,5.88,3,1621,316,F51,,
2017-09-20,600811,2,11495,31.5,31.5,4,0.8,2.25,127,240.5,F51,,
2017-12-28,600811,2,7521.5,20,9.5,1.5,0.67,2.5,640,327,F51,,
2017-11-10,600811,1,19935,84,23,5,5.93,3,1621,353,F51,,
2017-11-29,600811,1,15648,58,55,4,3.48,2.5,3402,324,F51,,
2017-11-12,600811,1,268674,371,200,7,5.94,3,1621,383,F51,,
2017-11-02,600811,1,14321,57,54,3,0.12,2,131,275,F51,,
2017-12-31,600811,1,4370,11,8,1,0.67,2.5,639,327,F51,,
2017-11-28,600811,1,1402,1,0,2,0.52,2,64,143,F51,,
2017-10-08,600811,1,270757,616,614,20,0.05,2,131,275,F51,,
2017-12-01,600811,1,8573,28,19,0,3.48,3,4147,383,F51,,
2017-11-08,600811,1,13908,49,32,6,2.32,1.5,9,70,F51,,
2017-08-26,600811,1,51520,217,211,15,0.01,2.5,466,52,F51,,
2017-06-24,600811,1,6613,11,2,1,0.24,2,274,363,F51,,
2017-06-26,600811,1,50252,221,221,31,1.07,2.5,8397,386,F51,,
2017-09-07,600811,1,16155,40,40,5,1.56,2.5,124,206,F51,,
2017-07-07,600811,1,52850,226,224,49,2.44,2.5,88,121,F51,,
2017-09-08,600811,1,149906,122,122,14,0.31,2,125,0,F51,,
2017-07-31,600811,1,32396,131,131,26,1.16,2.5,8397,386,F51,,
2017-07-06,600811,1,2352,7,4,4,1.46,3,251,344,F51,,
2017-09-04,600811,2,25137,78.5,75.5,8.5,1.48,2.25,93.5,272,F51,,
2017-05-26,600811,1,269713,566,365,82,5.47,3,1621,353,F51,,
2017-07-12,600811,1,31757,81,51,2,0.28,2.5,311,356,F51,,
2017-06-23,600811,1,14611,39,35,5,7.97,4,574,383,F51,,
2017-05-25,600811,1,2591,9,6,0,7.05,2.5,96,96,F51,,
2017-05-23,600811,2,33364.5,119,119,14,0.77,1,46,111.5,F51,,
2017-04-18,600811,1,2382,1,1,1,0,1.5,16,392,F51,,
2017-05-19,600811,1,9197,34,16,8,0.95,3,3259,314,F51,,
2017-04-29,600811,1,21573,27,17,3,7.82,4,574,383,F51,,
2017-02-23,600812,1,4380,2,1,0,0.33,1.5,20,62,C27,,
2017-04-14,600812,1,1448,1,1,0,0.47,1.5,20,62,C27,,
2017-05-10,600812,1,5829,17,14,10,2.36,1.5,131,385,C27,,
2017-07-28,600812,1,2490,2,1,1,2.96,2,28,232,C27,,
2017-11-06,600812,1,6310,4,3,1,3.87,2.5,216,372,C27,,
2017-02-28,600815,2,23004.5,8.5,8,1.5,3.93,3.5,363,0,C35,,
2017-05-12,600815,1,2613,5,4,7,0.99,3,707,315,C35,,
2017-06-24,600815,1,12215,6,4,2,1.11,3,707,315,C35,,
2017-06-26,600815,1,13151,11,8,2,1.12,3,707,315,C35,,
2017-06-27,600815,2,5709.5,4.5,4.5,4,1.12,3,707,315,C35,,
2017-07-09,600815,1,5379,3,3,2,1.15,3,707,315,C35,,
2017-07-11,600815,1,9908,11,10,3,1.16,3,707,315,C35,,
2017-07-17,600815,1,9764,10,10,1,1.17,3,707,315,C35,,
2017-08-29,600815,7,4648.43,2.71,2.29,1.86,1.29,3,707,315,C35,,
2017-10-05,600815,1,5578,4,2,4,1.39,2,62,360,C35,,
2017-06-05,600817,1,9073,7,5,6,5.31,2.5,542,391,K70,,
2017-10-19,600817,1,2693,2,2,1,5.48,3,269,358,K70,,
2017-10-26,600819,1,38175,20,20,4,4.58,3,1120,0,C30,,
2017-05-03,600821,2,32294,33,9,12,5.32,3,931,324,F52,,
2017-11-01,600822,1,59939,211,135,17,4.59,3,531,349,F51,,
2017-10-26,600822,1,36177,141,94,5,4.58,3,531,349,F51,,
2017-12-21,600823,1,6308,56,1,2,4.13,4.5,951,319,K70,,
2017-10-17,600823,1,30372,2,0,2,0.41,0.5,2,0,K70,,
2017-11-06,600823,1,37483,3,3,0,0.47,0.5,2,0,K70,,
2017-05-08,600823,1,17660,93,93,11,5.35,1.5,15,14,K70,,
2017-03-17,600823,1,27591,100,59,8,2.86,3,444,342,K70,,
2017-05-18,600823,1,44917,204,153,27,1.72,2.5,59,370,K70,,
2017-05-22,600826,1,8685,2,2,2,1.11,0.5,1,17,F51,,
2017-03-23,600826,1,105266,27,0,10,3.99,2.5,655,0,F51,,
2017-08-21,600826,1,5633,5,5,2,2.57,3,1914,372,F51,,
2017-06-30,600826,1,5638,7,7,14,4.11,3,236,312,F51,,
2017-07-14,600826,1,7812,11,11,10,4.15,3,227,303,F51,,
2017-11-15,600827,1,13623,28,0,3,0.67,2,31,396,F52,,
2017-12-15,600827,1,13213,47,11,2,2.5,4,5066,321,F52,,
2017-04-22,600827,1,1633,1,1,1,1.79,2.5,1228,316,F52,,
2017-03-23,600827,1,3853,4,2,0,0.52,2.5,606,376,F52,,
2017-04-27,600827,1,6548,20,8,10,1.86,4,5066,322,F52,,
2017-01-13,600827,1,27082,30,2,3,1.44,3.5,893,353,F52,,
2017-12-22,600828,1,9542,6,0,2,0.31,2,37,364,F52,,
2017-11-16,600828,1,28621,66,4,4,0.7,3,128,369,F52,,
2017-11-13,600828,1,43263,138,54,19,0.73,2,74,302,F52,,
2017-10-19,600828,1,33079,29,29,8,4.56,3.5,2347,0,F52,,
2017-10-29,600828,1,28699,8,8,26,4.59,3.5,2354,0,F52,,
2017-09-24,600828,1,2716,2,0,0,0.59,2,74,305,F52,,
2017-07-16,600830,1,34327,68,19,12,0,1,3,53,L71,,
2017-10-24,600835,1,212790,149,15,25,0.28,2,66,271,C34,,
2017-12-29,600838,1,7482,3,3,7,4.78,2,297,398,F52,,
2017-12-15,600838,2,23018,53.5,45,9,4.72,3,1205,174.5,F52,,
2017-11-02,600838,1,2041,0,0,0,2.33,0,43,102,F52,,
2017-12-25,600839,1,149023,86,42,14,2.99,3.5,210,320,C39,,
2017-10-24,600839,1,26733,17,17,21,4.58,0,2796,0,C39,,
2017-11-28,600839,1,29639,20,0,7,1.87,3.5,282,377,C39,,
2017-05-15,600839,1,22098,84,71,23,3.93,3.5,952,308,C39,,
2017-04-01,600839,1,21711,33,21,6,2.26,3.5,210,320,C39,,
2017-06-27,600839,1,1895,1,1,1,1.28,2,75,333,C39,,
2017-08-15,600839,1,5438,12,3,0,4.13,1.5,9,390,C39,,
2017-01-05,600839,1,127586,54,47,17,3.78,4,2893,0,C39,,
2017-09-21,600843,1,3744,2,2,1,0.58,3,1169,297,C35,,
2017-03-31,600843,1,2023,2,2,1,1.89,3,247,309,C35,,
2017-11-13,600844,1,8674,20,9,4,4.08,3.5,167,365,C26,,
2017-12-05,600845,1,24376,25,16,19,1.33,2,283,141,I65,,
2017-10-01,600846,1,728,0,0,1,0.11,1,20,47,E48,,
2017-09-25,600846,1,102881,194,47,22,1.95,2,36,358,E48,,
2017-09-23,600846,1,24344,16,11,4,0.17,2,50,92,E48,,
2017-08-21,600846,1,2132,1,1,1,2.3,1,33,26,E48,,
2017-08-07,600846,1,118666,128,40,30,0.42,3,128,369,E48,,
2017-09-11,600848,1,68849,7,7,23,0.9,4,11940,328,K70,,
2017-10-26,600848,1,58812,191,112,14,4.58,3,531,349,K70,,
2017-09-06,600848,1,108376,12,12,13,4.45,3,1132,0,K70,,
2017-06-27,600848,1,78802,30,30,11,4.25,3,1132,0,K70,,
2017-02-14,600848,1,7766,5,4,1,0.27,2,339,117,K70,,
2017-11-29,600850,1,10803,11,7,1,3.24,4,7283,374,I65,,
2017-12-03,600850,1,47410,72,70,12,8.86,3.5,293,364,I65,,
2017-11-24,600850,2,7769.5,6.5,3,0.5,3.23,4,6290,361,I65,,
2017-11-23,600850,1,10971,13,4,0,3.23,4,8630,378,I65,,
2017-12-01,600851,1,11174,15,15,1,4.72,4,482,382,C27,,
2017-02-16,600851,1,6563,8,3,14,2.14,2,36,285,C27,,
2017-04-19,600853,1,9570,15,6,8,9.15,4,206,322,E48,,
2017-05-07,600853,1,1730,1,1,0,0.03,2.5,529,387,E48,,
2017-11-06,600854,1,6625,5,5,1,3.18,1,329,239,C38,,
2017-01-04,600854,1,9748,25,25,0,4.9,3.5,3644,336,C38,,
2017-05-05,600854,1,847,1,1,0,10.15,2,108,98,C38,,
2017-09-12,600854,1,3086,2,2,0,0.55,1.5,88,38,C38,,
2017-09-18,600854,1,13464,7,7,4,3.05,1,326,238,C38,,
2017-10-17,600854,1,7658,1,1,0,1.2,0.5,7,0,C38,,
2017-12-27,600854,1,50745,27,27,1,4.75,2.5,43,0,C38,,
2017-08-25,600854,1,1902,1,1,1,1.78,2.5,746,300,C38,,
2017-12-21,600854,1,1638,1,0,0,0.4,2,83,267,C38,,
2017-11-03,600854,1,26842,48,8,2,4.43,2,47,107,C38,,
2017-09-15,600854,1,1082,1,1,0,3,1,61,141,C38,,
2017-11-10,600854,1,1646,1,1,0,0.72,1.5,88,38,C38,,
2017-08-16,600858,2,21153,62,46.5,6.5,6.44,1.75,993,151,F52,,
2017-09-13,600858,1,59093,33,33,2,4.47,3,971,0,F52,,
2017-09-14,600858,1,11436,42,33,11,8.3,3.5,347,379,F52,,
2017-12-27,600859,1,3428,7,0,0,4.76,5,26717,361,F52,,
2017-12-14,600859,1,22142,67,10,7,2.58,3,161,352,F52,,
2017-12-09,600859,4,2270.5,5.5,0,0.25,4.71,5,24339,353,F52,,
2017-12-06,600859,1,20491,56,9,9,2.55,3,161,386,F52,,
2017-12-05,600859,1,1768,4,2,0,4.7,5,24339,353,F52,,
2017-12-04,600859,2,1724,5,0,0,4.69,5,24339,353,F52,,
2017-12-01,600859,1,1416,1,0,0,4.68,5,24339,353,F52,,
2017-11-15,600859,1,131054,193,192,6,0.67,2,27,366,F52,,
2017-11-17,600859,1,4299,10,4,0,4.65,5,26804,347,F52,,
2017-11-18,600859,1,4093,8,1,0,4.65,5,27106,329,F52,,
2017-10-03,600859,1,4583,7,3,0,2.38,3,171,319,F52,,
2017-10-12,600859,1,21063,141,128,6,2.4,3,171,319,F52,,
2017-11-08,600859,1,21057,112,108,1,0.65,2,27,366,F52,,
2017-10-31,600859,1,3249,7,0,0,4.6,5,26714,361,F52,,
2017-10-27,600859,1,13477,14,6,1,2.44,3,170,374,F52,,
2017-07-26,600859,1,1744,2,1,1,4.33,5,25336,374,F52,,
2017-07-23,600859,1,14014,52,31,7,2.18,3,171,319,F52,,
2017-07-15,600859,2,3378.5,11,2,0.5,2.16,3,171,319,F52,,
2017-06-19,600859,1,1397,2,0,0,4.23,5,24610,364,F52,,
2017-06-21,600859,2,10660,33,8,7,1.58,2.75,237,334.5,F52,,
2017-06-26,600859,1,13213,35,8,6,2.11,3,171,319,F52,,
2017-03-01,600859,1,3113,2,0,0,3.93,5,25336,374,F52,,
2017-04-10,600859,1,1999,3,0,1,4.04,5,25336,374,F52,,
2017-01-13,600859,1,4202,12,6,2,0.88,2.5,27,164,F52,,
2017-12-19,600860,1,26091,25,17,2,4.59,3.5,1179,348,C35,,
2017-03-23,600864,1,145436,175,89,11,0.73,3,2319,316,D44,,
2017-03-27,600864,1,1437,1,1,0,0,2,272,120,D44,,
2017-11-07,600864,1,3156,1,0,1,7.87,4.5,3644,329,D44,,
2017-10-23,600864,1,72997,22,22,12,4.58,3.5,1061,0,D44,,
2017-12-21,600864,1,36766,18,19,4,4.74,3.5,1024,0,D44,,
2017-11-25,600864,1,15671,8,6,1,11.64,3.5,396,390,D44,,
2017-11-24,600864,1,40985,34,8,12,1.3,2.5,269,363,D44,,
2017-12-08,600865,1,38517,128,0,28,4.46,4,2870,343,F52,,
2017-08-07,600865,2,21681.5,7,7,2.5,4.36,3,726,0,F52,,
2017-11-08,600865,1,28878,8,8,1,4.62,3,726,0,F52,,
2017-05-27,600865,1,9678,10,0,5,3.01,2.5,60,47,F52,,
2017-07-25,600866,1,1770,1,0,0,4.06,1,3,5,C14,,
2017-08-25,600868,1,1556,2,0,0,2.3,2.5,200,381,D44,,
2017-10-09,600868,1,2713,3,2,1,2.41,3,594,356,D44,,
2017-02-13,600868,1,18619,11,0,4,2.93,4.5,707,362,D44,,
2017-06-09,600870,1,15084,44,41,46,2.19,2.5,584,318,C39,,
2017-07-17,600871,1,69616,85,0,26,2.32,3.5,1279,394,B11,,
2017-08-17,600871,1,509535,676,289,124,2.45,3,441,351,B11,,
2017-05-26,600871,1,3805,6,6,1,1.06,1.5,26,90,B11,,
2017-08-15,600872,1,5659,6,6,3,2.52,3,176,334,C14,,
2017-12-29,600872,1,50295,8,8,4,4.76,3.5,3237,0,C14,,
2017-11-12,600873,1,26454,33,0,5,2.56,2,257,374,C14,,
2017-05-15,600874,1,2273,2,2,0,1.21,1,14,87,D46,,
2017-08-08,600875,1,8694,6,6,1,3.42,2.5,13,319,C34,,
2017-04-27,600875,1,10668,8,1,2,3.13,4,2363,322,C34,,
2017-08-02,600876,1,1593,1,1,2,10.21,0.5,1,3,C30,,
2017-12-01,600877,1,56529,88,0,5,2.72,2,1337,324,C37,,
2017-12-03,600877,1,16699,20,20,27,2.42,2,34,324,C37,,
2017-12-08,600877,1,17539,54,4,5,2.74,2.5,1379,391,C37,,
2017-12-26,600877,1,18103,6,5,5,0.82,1.5,21,399,C37,,
2017-12-27,600877,1,33839,18,11,0,2.69,2,181,350,C37,,
2017-11-21,600877,1,14108,25,6,2,2.69,2.5,1343,394,C37,,
2017-11-26,600877,1,24290,37,36,14,2.41,2,31,352,C37,,
2017-11-30,600877,1,2806,1,1,0,2.42,2,31,352,C37,,
2017-09-02,600877,1,122414,79,35,24,0.71,2.5,121,307,C37,,
2017-05-03,600877,2,192465.5,115,42,44,3.01,3.5,332,308,C37,,
2017-12-24,600879,1,2446,2,0,0,0.74,2.5,229,363,C35,,
2017-07-31,600879,1,3629,15,9,3,2.65,3,571,357,C35,,
2017-10-27,600879,1,41946,5,5,7,4.59,3.5,2514,0,C35,,
2017-07-29,600879,1,62750,42,42,15,7.59,1.5,17,168,C35,,
2017-07-28,600879,1,5975,12,6,12,2.64,3,578,369,C35,,
2017-05-08,600879,1,2371,1,2,0,1.85,2.5,264,341,C35,,
2017-11-24,600880,1,24630,36,11,3,6.05,3,143,382,R85,,
2017-12-25,600881,1,341361,779,530,52,0.12,0,41,314,C30,,
2017-05-23,600881,1,1882409,3210,1171,159,3.27,2,2,366,C30,,
2017-07-01,600881,1,92729,143,35,22,5.35,4,81,365,C30,,
2017-09-14,600883,1,68267,19,19,4,4.47,2.5,350,0,C30,,
2017-09-08,600883,1,123819,82,82,16,4.45,2.5,351,0,C30,,
2017-12-22,600884,1,28246,5,5,3,0.59,2,628,0,C38,,
2017-12-06,600884,1,48103,61,3,3,0.54,3,315,359,C38,,
2017-09-22,600886,2,27987.5,88,70.5,19.5,2.17,3,2381.5,356,D44,,
2017-09-20,600886,1,25537,129,110,19,2.65,2,35,344,D44,,
2017-11-06,600886,2,3369,8,0,1,2.35,2.5,538,396,D44,,
2017-11-16,600886,1,11418,23,0,2,9.99,2,107,279,D44,,
2017-08-31,600886,2,18880,46,30,6.5,0.4,2.5,262,331,D44,,
2017-10-23,600886,1,4057,5,0,2,0.68,1,11,269,D44,,
2017-02-02,600886,1,21086,10,5,4,2.06,3.5,236,11,D44,,
2017-08-12,600886,1,9916,34,25,3,2.12,2.5,586,306,D44,,
2017-09-03,600886,1,5326,16,5,1,0.41,2.5,262,330,D44,,
2017-11-16,600887,1,5849,16,1,2,0.58,0,1057,319,C14,,
2017-11-27,600887,2,1015.5,0,0,0.5,0.48,3,790,346,C14,,
2017-12-06,600887,1,5406,9,8,1,0.5,3,790,347,C14,,
2017-11-03,600887,1,6499,5,0,0,3.14,2,538,302,C14,,
2017-07-12,600888,1,31349,32,6,9,3.21,3.5,343,383,C39,,
2017-12-12,600889,1,16671,21,21,6,0.79,2,61,117,C28,,
2017-05-02,600889,1,82189,4,4,1,4.1,3,737,0,C28,,
2017-06-04,600892,1,84761,31,31,10,4.19,3,650,0,I65,,
2017-05-07,600892,1,57135,144,0,44,0.17,3,128,369,I65,,
2017-05-23,600893,1,7879,8,5,1,4.97,0.5,6,29,C37,,
2017-05-04,600893,1,9582,2,1,0,2.96,3.5,349,342,C37,,
2017-11-30,600894,1,23647,41,15,12,4.07,4.5,951,319,C34,,
2017-11-20,600894,1,8421,5,5,1,1.54,1.5,34,19,C34,,
2017-06-02,600894,1,48410,16,16,8,4.18,3,1010,0,C34,,
2017-05-01,600894,1,35519,11,11,2,4.1,3,1010,0,C34,,
2017-09-08,600895,1,125177,20,0,7,4.45,3.5,784,0,S90,,
2017-11-25,600895,1,248865,1019,0,47,4.63,3.5,421,312,S90,,
2017-04-24,600896,1,4447,1,1,0,4.08,3,529,0,Q83,,
2017-09-18,600897,1,34654,35,17,8,3.52,2.5,148,372,G56,,
2017-05-17,600897,1,89280,118,31,24,0.06,2,36,302,G56,,
2017-04-06,600897,1,102129,87,13,36,3.63,3.5,784,326,G56,,
2017-09-29,600898,1,329345,406,113,81,3.18,3.5,927,337,C39,,
2017-06-14,600900,1,84624,232,78,24,1.81,3,78,347,D44,,
2017-06-16,600900,3,2688,1.33,0,0.33,3,2,276,367,D44,,
2017-03-04,600900,1,6300,5,5,3,0.53,1,11,15,D44,,
2017-03-05,600900,1,115709,263,123,23,2.06,1.5,158,174,D44,,
2017-12-15,600903,1,279300,836,0,99,2.33,3,471,300,D45,,
2017-12-21,600903,1,555,1,1,1,2.15,1,137,176,D45,,
2017-12-23,600903,1,24333,48,35,10,4.73,3,531,349,D45,,
2017-12-27,600903,1,22105,37,25,7,4.75,3,531,349,D45,,
2017-11-03,600903,1,76048,187,158,76,2.04,2.5,755,327,D45,,
2017-12-23,600917,1,35417,56,3,6,0.8,3,128,369,D45,,
2017-12-09,600933,2,42643.5,75,0,13,2.61,3.5,439,352,C36,,
2017-06-21,600936,1,7976,6,0,1,6.9,3.5,307,334,I63,,
2017-06-11,600939,1,5099,1,1,1,2.05,3,1886,328,E47,,
2017-03-05,600939,1,63979,182,58,49,0,3,128,369,E47,,
2017-05-21,600959,1,2738,2,1,1,3.52,2.5,581,314,I63,,
2017-09-29,600959,2,47846,43,42,10,4.3,4,591,353,I63,,
2017-09-27,600959,2,19312.5,20,16,12,4.3,4,591,353,I63,,
2017-10-05,600959,1,15716,13,13,4,4.32,4,591,353,I63,,
2017-10-11,600959,1,29412,51,51,6,4.33,4,591,353,I63,,
2017-05-08,600960,1,76762,18,19,8,4.12,3.5,1015,0,C36,,
2017-02-16,600961,1,11362,7,0,0,7.51,2,32,82,C32,,
2017-11-06,600962,1,5530,11,6,1,3.81,3.5,136,314,C15,,
2017-03-23,600965,1,46191,11,9,12,3.99,2.5,363,0,A03,,
2017-10-13,600966,1,122571,12,12,11,4.55,3,787,0,C22,,
2017-07-06,600966,1,58532,21,21,8,4.28,3,787,0,C22,,
2017-07-11,600966,1,60736,11,11,9,4.29,3,787,0,C22,,
2017-12-01,600969,1,56544,30,30,8,4.68,3,479,0,D44,,
