Stkcd,Accper,Typrep,Indcd
300395,2020-12-31,A,C30
300396,2020-12-31,A,C35
300397,2020-12-31,A,C39
300398,2020-12-31,A,C26
300399,2020-12-31,A,I65
300400,2020-12-31,A,C35
300401,2020-12-31,A,C14
300402,2020-12-31,A,C35
300403,2020-12-31,A,C38
300404,2020-12-31,A,M73
300405,2020-12-31,A,C26
300406,2020-12-31,A,C27
300407,2020-12-31,A,C38
300408,2020-12-31,A,C39
300409,2020-12-31,A,C30
300410,2020-12-31,A,C35
300411,2020-12-31,A,C34
300412,2020-12-31,A,C35
300413,2020-12-31,A,R87
300414,2020-12-31,A,C39
300415,2020-12-31,A,C35
300416,2020-12-31,A,C40
300417,2020-12-31,A,C40
300418,2020-12-31,A,I64
300419,2020-12-31,A,I65
300420,2020-12-31,A,C34
300421,2020-12-31,A,C34
300422,2020-12-31,A,N77
300423,2020-12-31,A,C38
300424,2020-12-31,A,C37
300425,2020-12-31,A,C35
300426,2020-12-31,A,R86
300427,2020-12-31,A,C38
300428,2020-12-31,A,C36
300429,2020-12-31,A,C26
300430,2020-12-31,A,C40
300432,2020-12-31,A,C36
300433,2020-12-31,A,C39
300434,2020-12-31,A,C27
300435,2020-12-31,A,D45
300436,2020-12-31,A,C27
300437,2020-12-31,A,C26
300438,2020-12-31,A,C38
300439,2020-12-31,A,C27
300440,2020-12-31,A,I65
300441,2020-12-31,A,C34
300442,2020-12-31,A,C35
300443,2020-12-31,A,C35
300444,2020-12-31,A,C38
300445,2020-12-31,A,C40
300446,2020-12-31,A,C26
300447,2020-12-31,A,C38
300448,2020-12-31,A,I65
300449,2020-12-31,A,C39
300450,2020-12-31,A,C35
300451,2020-12-31,A,I65
300452,2020-12-31,A,C27
300453,2020-12-31,A,C35
300454,2020-12-31,A,I65
300455,2020-12-31,A,C39
300456,2020-12-31,A,C39
300457,2020-12-31,A,C35
300458,2020-12-31,A,C39
300459,2020-12-31,A,I64
300460,2020-12-31,A,C39
300461,2020-12-31,A,C35
300462,2020-12-31,A,C35
300463,2020-12-31,A,C27
300464,2020-12-31,A,F52
300465,2020-12-31,A,I65
300466,2020-12-31,A,C40
300467,2020-12-31,A,I64
300468,2020-12-31,A,I65
300469,2020-12-31,A,I65
300470,2020-12-31,A,C34
300471,2020-12-31,A,C35
300472,2020-12-31,A,C35
300473,2020-12-31,A,C34
300474,2020-12-31,A,C39
300475,2020-12-31,A,C38
300476,2020-12-31,A,C39
300477,2020-12-31,A,C38
300478,2020-12-31,A,C29
300479,2020-12-31,A,C39
300480,2020-12-31,A,C40
300481,2020-12-31,A,C26
300482,2020-12-31,A,C27
300483,2020-12-31,A,B07
300484,2020-12-31,A,C38
300485,2020-12-31,A,C27
300486,2020-12-31,A,C35
300487,2020-12-31,A,C26
300488,2020-12-31,A,C33
300489,2020-12-31,A,C32
300490,2020-12-31,A,C38
300491,2020-12-31,A,C38
300492,2020-12-31,A,M74
300493,2020-12-31,A,I65
300494,2020-12-31,A,I64
300495,2020-12-31,A,N77
300496,2020-12-31,A,I65
300497,2020-12-31,A,C27
300498,2020-12-31,A,A03
300499,2020-12-31,A,C38
300500,2020-12-31,A,M74
300501,2020-12-31,A,C27
300502,2020-12-31,A,C39
300503,2020-12-31,A,C34
300504,2020-12-31,A,C39
300505,2020-12-31,A,C26
300506,2020-12-31,A,E50
300507,2020-12-31,A,C36
300508,2020-12-31,A,I65
300509,2020-12-31,A,C35
300510,2020-12-31,A,C38
300511,2020-12-31,A,A01
300512,2020-12-31,A,C34
300513,2020-12-31,A,I65
300514,2020-12-31,A,C39
300515,2020-12-31,A,C40
300516,2020-12-31,A,C39
300517,2020-12-31,A,E48
300518,2020-12-31,A,I65
300519,2020-12-31,A,C27
300520,2020-12-31,A,I65
300521,2020-12-31,A,C35
300522,2020-12-31,A,C26
300523,2020-12-31,A,I65
300525,2020-12-31,A,I65
300526,2020-12-31,A,C35
300527,2020-12-31,A,C35
300528,2020-12-31,A,R86
300529,2020-12-31,A,C35
300530,2020-12-31,A,C26
300531,2020-12-31,A,C39
300532,2020-12-31,A,I65
300533,2020-12-31,A,I65
300534,2020-12-31,A,C27
300535,2020-12-31,A,C26
300536,2020-12-31,A,E48
300537,2020-12-31,A,C26
300538,2020-12-31,A,F51
300539,2020-12-31,A,C29
300540,2020-12-31,A,C34
300541,2020-12-31,A,I65
300542,2020-12-31,A,I65
300543,2020-12-31,A,C39
300545,2020-12-31,A,C35
300546,2020-12-31,A,C39
300547,2020-12-31,A,C29
300548,2020-12-31,A,C39
300549,2020-12-31,A,C35
300550,2020-12-31,A,I65
300551,2020-12-31,A,C35
300552,2020-12-31,A,I65
300553,2020-12-31,A,C40
300554,2020-12-31,A,C30
300555,2020-12-31,A,C39
300556,2020-12-31,A,I65
300557,2020-12-31,A,C40
300558,2020-12-31,A,C27
300559,2020-12-31,A,I65
300560,2020-12-31,A,I65
300561,2020-12-31,A,I65
300562,2020-12-31,A,C35
300563,2020-12-31,A,C39
300564,2020-12-31,A,M74
300565,2020-12-31,A,C39
300566,2020-12-31,A,C39
300567,2020-12-31,A,C40
300568,2020-12-31,A,C26
300569,2020-12-31,A,C38
300570,2020-12-31,A,C39
300571,2020-12-31,A,I64
300572,2020-12-31,A,C40
300573,2020-12-31,A,C27
300575,2020-12-31,A,C26
300576,2020-12-31,A,C26
300577,2020-12-31,A,C17
300578,2020-12-31,A,I65
300579,2020-12-31,A,I65
300580,2020-12-31,A,C36
300581,2020-12-31,A,C39
300582,2020-12-31,A,C39
300583,2020-12-31,A,C27
300584,2020-12-31,A,C27
300585,2020-12-31,A,C36
300586,2020-12-31,A,C29
300587,2020-12-31,A,C29
300588,2020-12-31,A,I65
300589,2020-12-31,A,C37
300590,2020-12-31,A,C39
300591,2020-12-31,A,C19
300592,2020-12-31,A,R87
300593,2020-12-31,A,C38
300594,2020-12-31,A,C37
300595,2020-12-31,A,C35
300596,2020-12-31,A,C26
300597,2020-12-31,A,I65
300598,2020-12-31,A,I65
300599,2020-12-31,A,C29
300600,2020-12-31,A,C37
300601,2020-12-31,A,C27
300602,2020-12-31,A,C39
300603,2020-12-31,A,I65
300604,2020-12-31,A,C35
300605,2020-12-31,A,I65
300606,2020-12-31,A,C30
300607,2020-12-31,A,C34
300608,2020-12-31,A,I65
300609,2020-12-31,A,I65
300610,2020-12-31,A,C26
300611,2020-12-31,A,C34
300612,2020-12-31,A,L72
300613,2020-12-31,A,I65
300615,2020-12-31,A,C39
300616,2020-12-31,A,C21
300617,2020-12-31,A,C38
300618,2020-12-31,A,C32
300619,2020-12-31,A,C35
300620,2020-12-31,A,C39
300621,2020-12-31,A,E50
300622,2020-12-31,A,F52
300623,2020-12-31,A,C39
300624,2020-12-31,A,I65
300625,2020-12-31,A,C38
300626,2020-12-31,A,C38
300627,2020-12-31,A,C39
300628,2020-12-31,A,C39
300629,2020-12-31,A,C39
300630,2020-12-31,A,C27
300631,2020-12-31,A,C35
300632,2020-12-31,A,C39
300633,2020-12-31,A,C35
300634,2020-12-31,A,I65
300635,2020-12-31,A,M74
300636,2020-12-31,A,C27
300637,2020-12-31,A,C26
300638,2020-12-31,A,C39
300639,2020-12-31,A,C27
300640,2020-12-31,A,C24
300641,2020-12-31,A,C26
300642,2020-12-31,A,C27
300643,2020-12-31,A,C36
300644,2020-12-31,A,C29
300645,2020-12-31,A,I65
300647,2020-12-31,A,C39
300648,2020-12-31,A,C40
300649,2020-12-31,A,E48
300650,2020-12-31,A,C38
300651,2020-12-31,A,C24
300652,2020-12-31,A,C36
300653,2020-12-31,A,C35
300654,2020-12-31,A,R85
300655,2020-12-31,A,C26
300656,2020-12-31,A,C39
300657,2020-12-31,A,C39
300658,2020-12-31,A,C17
300659,2020-12-31,A,I65
300660,2020-12-31,A,C38
300661,2020-12-31,A,C39
300662,2020-12-31,A,L72
300663,2020-12-31,A,I65
300664,2020-12-31,A,N77
300665,2020-12-31,A,C26
300666,2020-12-31,A,C39
300667,2020-12-31,A,C40
300668,2020-12-31,A,M74
300669,2020-12-31,A,C34
300670,2020-12-31,A,C38
300671,2020-12-31,A,I65
300672,2020-12-31,A,C39
300673,2020-12-31,A,C13
300674,2020-12-31,A,I65
300675,2020-12-31,A,M74
300676,2020-12-31,A,M74
300677,2020-12-31,A,C29
300678,2020-12-31,A,I65
300679,2020-12-31,A,C39
300680,2020-12-31,A,C36
300681,2020-12-31,A,C38
300682,2020-12-31,A,I65
300683,2020-12-31,A,C27
300684,2020-12-31,A,C26
300685,2020-12-31,A,C27
300686,2020-12-31,A,C39
300687,2020-12-31,A,I65
300688,2020-12-31,A,L72
300689,2020-12-31,A,C39
300690,2020-12-31,A,C30
300691,2020-12-31,A,C39
300692,2020-12-31,A,N77
300693,2020-12-31,A,C38
300694,2020-12-31,A,C34
300695,2020-12-31,A,C36
300696,2020-12-31,A,C37
300697,2020-12-31,A,C32
300698,2020-12-31,A,C39
300699,2020-12-31,A,C28
300700,2020-12-31,A,C30
300701,2020-12-31,A,C39
300702,2020-12-31,A,C27
300703,2020-12-31,A,C24
300705,2020-12-31,A,C27
300706,2020-12-31,A,C41
300707,2020-12-31,A,C35
300708,2020-12-31,A,C39
300709,2020-12-31,A,C39
300710,2020-12-31,A,C39
300711,2020-12-31,A,C39
300712,2020-12-31,A,E48
300713,2020-12-31,A,C38
300715,2020-12-31,A,C30
300716,2020-12-31,A,C29
300717,2020-12-31,A,C29
300718,2020-12-31,A,C34
300719,2020-12-31,A,C37
300720,2020-12-31,A,C40
300721,2020-12-31,A,C26
300722,2020-12-31,A,C41
300723,2020-12-31,A,C27
300724,2020-12-31,A,C38
300725,2020-12-31,A,C26
300726,2020-12-31,A,C39
300727,2020-12-31,A,C26
300729,2020-12-31,A,C21
300730,2020-12-31,A,I65
300731,2020-12-31,A,C29
300732,2020-12-31,A,M74
300733,2020-12-31,A,C36
300735,2020-12-31,A,C39
300736,2020-12-31,A,O80
300737,2020-12-31,A,C30
300738,2020-12-31,A,I65
300739,2020-12-31,A,C39
300740,2020-12-31,A,C26
300741,2020-12-31,A,C26
300742,2020-12-31,A,C36
300743,2020-12-31,A,C39
300745,2020-12-31,A,C36
300746,2020-12-31,A,M74
300747,2020-12-31,A,C39
300748,2020-12-31,A,C30
300749,2020-12-31,A,C21
300750,2020-12-31,A,C38
300751,2020-12-31,A,C35
300752,2020-12-31,A,C39
300753,2020-12-31,A,C35
300755,2020-12-31,A,F51
300756,2020-12-31,A,C24
300757,2020-12-31,A,C35
300758,2020-12-31,A,C26
300759,2020-12-31,A,M73
300760,2020-12-31,A,C35
300761,2020-12-31,A,A03
300762,2020-12-31,A,C39
300763,2020-12-31,A,C38
300765,2020-12-31,A,C14
300766,2020-12-31,A,I64
300767,2020-12-31,A,C29
300768,2020-12-31,A,I65
300769,2020-12-31,A,C26
300770,2020-12-31,A,I63
300771,2020-12-31,A,C35
300772,2020-12-31,A,C34
300773,2020-12-31,A,I64
300775,2020-12-31,A,C37
300776,2020-12-31,A,C35
300777,2020-12-31,A,C28
300778,2020-12-31,A,M74
300779,2020-12-31,A,C42
300780,2020-12-31,A,C34
300781,2020-12-31,A,L72
300782,2020-12-31,A,C39
300783,2020-12-31,A,F52
300785,2020-12-31,A,I64
300786,2020-12-31,A,C35
300787,2020-12-31,A,C39
300788,2020-12-31,A,R85
300789,2020-12-31,A,I65
300790,2020-12-31,A,C39
300791,2020-12-31,A,C14
300792,2020-12-31,A,I64
300793,2020-12-31,A,C39
300795,2020-12-31,A,L72
300796,2020-12-31,A,C26
300797,2020-12-31,A,M74
300798,2020-12-31,A,C26
300799,2020-12-31,A,I65
300800,2020-12-31,A,C40
300801,2020-12-31,A,C26
300802,2020-12-31,A,C39
300803,2020-12-31,A,J69
300805,2020-12-31,A,L72
300806,2020-12-31,A,C29
300807,2020-12-31,A,C39
300808,2020-12-31,A,C38
300809,2020-12-31,A,C34
300810,2020-12-31,A,I65
300811,2020-12-31,A,C39
300812,2020-12-31,A,C35
300813,2020-12-31,A,C35
300815,2020-12-31,A,N78
300816,2020-12-31,A,N77
300817,2020-12-31,A,C34
300818,2020-12-31,A,C35
300819,2020-12-31,A,C17
300820,2020-12-31,A,C38
300821,2020-12-31,A,C26
300822,2020-12-31,A,C39
300823,2020-12-31,A,C35
300824,2020-12-31,A,C38
300825,2020-12-31,A,M74
300826,2020-12-31,A,M74
300827,2020-12-31,A,C38
300828,2020-12-31,A,C33
300829,2020-12-31,A,C14
300830,2020-12-31,A,I65
300831,2020-12-31,A,C39
300832,2020-12-31,A,C27
300833,2020-12-31,A,C38
300835,2020-12-31,A,C39
300836,2020-12-31,A,C35
300837,2020-12-31,A,C35
300838,2020-12-31,A,C40
300839,2020-12-31,A,C25
300840,2020-12-31,A,C18
300841,2020-12-31,A,C27
300842,2020-12-31,A,C39
300843,2020-12-31,A,C39
300845,2020-12-31,A,I65
300846,2020-12-31,A,I65
300847,2020-12-31,A,C39
300848,2020-12-31,A,C26
300849,2020-12-31,A,C29
300850,2020-12-31,A,C34
300851,2020-12-31,A,I65
300852,2020-12-31,A,C39
300853,2020-12-31,A,C34
300855,2020-12-31,A,C32
300856,2020-12-31,A,C26
300857,2020-12-31,A,C39
300858,2020-12-31,A,C14
300859,2020-12-31,A,N78
300860,2020-12-31,A,R87
300861,2020-12-31,A,C30
300862,2020-12-31,A,C40
300863,2020-12-31,A,C36
300864,2020-12-31,A,N77
300865,2020-12-31,A,C35
300866,2020-12-31,A,C39
300867,2020-12-31,A,N77
300868,2020-12-31,A,C29
300869,2020-12-31,A,C35
300870,2020-12-31,A,C39
300871,2020-12-31,A,C27
300872,2020-12-31,A,I65
300873,2020-12-31,A,G58
300875,2020-12-31,A,C35
300876,2020-12-31,A,C28
300877,2020-12-31,A,C17
300878,2020-12-31,A,C27
300879,2020-12-31,A,C35
300880,2020-12-31,A,C40
300881,2020-12-31,A,C33
300882,2020-12-31,A,C40
300883,2020-12-31,A,C22
300884,2020-12-31,A,C39
300885,2020-12-31,A,C33
300886,2020-12-31,A,C26
300887,2020-12-31,A,M74
300888,2020-12-31,A,C17
300889,2020-12-31,A,C38
300890,2020-12-31,A,C30
300891,2020-12-31,A,C26
300892,2020-12-31,A,F52
300893,2020-12-31,A,C36
300894,2020-12-31,A,C38
300895,2020-12-31,A,I65
300896,2020-12-31,A,C35
300897,2020-12-31,A,C40
300898,2020-12-31,A,C14
300899,2020-12-31,A,N77
300900,2020-12-31,A,C37
300901,2020-12-31,A,M74
300902,2020-12-31,A,C35
300903,2020-12-31,A,C39
300905,2020-12-31,A,C29
300906,2020-12-31,A,C37
300907,2020-12-31,A,C34
300908,2020-12-31,A,C14
300909,2020-12-31,A,C39
300910,2020-12-31,A,C26
300911,2020-12-31,A,C38
300912,2020-12-31,A,N77
300913,2020-12-31,A,C38
300915,2020-12-31,A,C14
300916,2020-12-31,A,C39
300917,2020-12-31,A,K70
300918,2020-12-31,A,C17
300919,2020-12-31,A,C39
300920,2020-12-31,A,C29
300921,2020-12-31,A,I64
300922,2020-12-31,A,C41
300923,2020-12-31,A,C37
300925,2020-12-31,A,I65
300926,2020-12-31,A,C36
300927,2020-12-31,A,C26
300928,2020-12-31,A,M74
300929,2020-12-31,A,N77
300930,2020-12-31,A,C42
300931,2020-12-31,A,C34
300932,2020-12-31,A,C38
300933,2020-12-31,A,C38
300935,2020-12-31,A,I65
300936,2020-12-31,A,C39
300937,2020-12-31,A,F51
300938,2020-12-31,A,M74
300939,2020-12-31,A,C39
300940,2020-12-31,A,C39
300941,2020-12-31,A,I65
300942,2020-12-31,A,C27
300943,2020-12-31,A,C34
300945,2020-12-31,A,F52
300946,2020-12-31,A,C33
300947,2020-12-31,A,L72
300948,2020-12-31,A,N77
300949,2020-12-31,A,M74
300950,2020-12-31,A,C35
300951,2020-12-31,A,C39
300952,2020-12-31,A,C17
300953,2020-12-31,A,C35
300955,2020-12-31,A,C26
300956,2020-12-31,A,C39
300957,2020-12-31,A,C26
300958,2020-12-31,A,N77
300959,2020-12-31,A,I65
300960,2020-12-31,A,C37
300961,2020-12-31,A,N77
300962,2020-12-31,A,C41
300963,2020-12-31,A,C32
300965,2020-12-31,A,C39
300966,2020-12-31,A,C27
300967,2020-12-31,A,A03
300968,2020-12-31,A,C39
300969,2020-12-31,A,C36
300970,2020-12-31,A,A01
300971,2020-12-31,A,C34
300972,2020-12-31,A,A01
300973,2020-12-31,A,C14
300975,2020-12-31,A,F51
300976,2020-12-31,A,C39
300977,2020-12-31,A,M74
300978,2020-12-31,A,C36
300980,2020-12-31,A,C29
300999,2020-12-31,A,C13
600000,2020-12-31,A,J66
600004,2020-12-31,A,G56
600006,2020-12-31,A,C36
600007,2020-12-31,A,K70
600008,2020-12-31,A,D46
600009,2020-12-31,A,G56
600010,2020-12-31,A,C31
600011,2020-12-31,A,D44
600012,2020-12-31,A,G54
600015,2020-12-31,A,J66
600016,2020-12-31,A,J66
600017,2020-12-31,A,G55
600018,2020-12-31,A,G55
600019,2020-12-31,A,C31
600020,2020-12-31,A,G54
600021,2020-12-31,A,D44
600022,2020-12-31,A,C31
600023,2020-12-31,A,D44
600025,2020-12-31,A,D44
600026,2020-12-31,A,G55
600027,2020-12-31,A,D44
600028,2020-12-31,A,B07
600029,2020-12-31,A,G56
600030,2020-12-31,A,J67
600031,2020-12-31,A,C35
600033,2020-12-31,A,G54
600035,2020-12-31,A,G54
600036,2020-12-31,A,J66
600037,2020-12-31,A,I63
600038,2020-12-31,A,C37
600039,2020-12-31,A,E48
600048,2020-12-31,A,K70
600050,2020-12-31,A,I63
600051,2020-12-31,A,F51
600052,2020-12-31,A,R86
600053,2020-12-31,A,J69
600054,2020-12-31,A,N78
600055,2020-12-31,A,C35
600056,2020-12-31,A,C27
600057,2020-12-31,A,L72
600058,2020-12-31,A,F51
600059,2020-12-31,A,C15
600060,2020-12-31,A,C39
600061,2020-12-31,A,J67
600062,2020-12-31,A,C27
600063,2020-12-31,A,C28
600064,2020-12-31,A,K70
600066,2020-12-31,A,C36
600067,2020-12-31,A,K70
600068,2020-12-31,A,E48
600070,2020-12-31,A,I64
600071,2020-12-31,A,C40
600072,2020-12-31,A,E48
600073,2020-12-31,A,C14
600075,2020-12-31,A,C26
600076,2020-12-31,A,C20
600077,2020-12-31,A,K70
600078,2020-12-31,A,C26
600079,2020-12-31,A,C27
600080,2020-12-31,A,C27
600081,2020-12-31,A,C36
600082,2020-12-31,A,K70
600083,2020-12-31,A,F51
600084,2020-12-31,A,C15
600085,2020-12-31,A,C27
600088,2020-12-31,A,R86
600089,2020-12-31,A,C38
600090,2020-12-31,A,F51
600091,2020-12-31,A,C26
600094,2020-12-31,A,K70
600095,2020-12-31,A,J67
600096,2020-12-31,A,C26
600097,2020-12-31,A,A04
600098,2020-12-31,A,D44
600099,2020-12-31,A,C37
600100,2020-12-31,A,C39
600101,2020-12-31,A,D44
600103,2020-12-31,A,C22
600104,2020-12-31,A,C36
600105,2020-12-31,A,C38
600106,2020-12-31,A,G54
600107,2020-12-31,A,C18
600108,2020-12-31,A,A01
600109,2020-12-31,A,J67
600110,2020-12-31,A,C32
600111,2020-12-31,A,C32
600112,2020-12-31,A,C38
600113,2020-12-31,A,L72
600114,2020-12-31,A,C33
600115,2020-12-31,A,G56
600116,2020-12-31,A,D44
600117,2020-12-31,A,C31
600118,2020-12-31,A,C39
600119,2020-12-31,A,G54
600120,2020-12-31,A,J69
600121,2020-12-31,A,B06
600122,2020-12-31,A,F52
600123,2020-12-31,A,B06
600125,2020-12-31,A,G53
600126,2020-12-31,A,C31
600127,2020-12-31,A,C13
600128,2020-12-31,A,F51
600129,2020-12-31,A,C27
600130,2020-12-31,A,C39
600131,2020-12-31,A,D44
600132,2020-12-31,A,C15
600133,2020-12-31,A,E48
600135,2020-12-31,A,C26
600136,2020-12-31,A,R86
600137,2020-12-31,A,C18
600138,2020-12-31,A,L72
600139,2020-12-31,A,J66
600141,2020-12-31,A,C26
600143,2020-12-31,A,C29
600145,2020-12-31,A,C30
600146,2020-12-31,A,C18
600148,2020-12-31,A,C36
600149,2020-12-31,A,D44
600150,2020-12-31,A,C37
600151,2020-12-31,A,C39
600152,2020-12-31,A,C38
600153,2020-12-31,A,F51
600155,2020-12-31,A,J67
600156,2020-12-31,A,C17
600157,2020-12-31,A,D44
600158,2020-12-31,A,K70
600159,2020-12-31,A,K70
600160,2020-12-31,A,C26
600161,2020-12-31,A,C27
600162,2020-12-31,A,K70
600163,2020-12-31,A,D44
600165,2020-12-31,A,C26
600166,2020-12-31,A,C36
600167,2020-12-31,A,D44
600168,2020-12-31,A,D46
600169,2020-12-31,A,C35
600170,2020-12-31,A,E48
600171,2020-12-31,A,C39
600172,2020-12-31,A,C30
600173,2020-12-31,A,K70
600176,2020-12-31,A,C30
600177,2020-12-31,A,C18
600178,2020-12-31,A,C36
600179,2020-12-31,A,G58
600180,2020-12-31,A,F51
600182,2020-12-31,A,C29
600183,2020-12-31,A,C39
600184,2020-12-31,A,C35
600185,2020-12-31,A,K70
600186,2020-12-31,A,C14
600187,2020-12-31,A,D46
600188,2020-12-31,A,B06
600189,2020-12-31,A,C15
600190,2020-12-31,A,G55
600191,2020-12-31,A,C13
600192,2020-12-31,A,C38
600193,2020-12-31,A,E50
600195,2020-12-31,A,C27
600196,2020-12-31,A,C27
600197,2020-12-31,A,C15
600198,2020-12-31,A,C39
600199,2020-12-31,A,C15
600200,2020-12-31,A,S90
600201,2020-12-31,A,C27
600202,2020-12-31,A,C38
600203,2020-12-31,A,C39
600206,2020-12-31,A,C32
600207,2020-12-31,A,D45
600208,2020-12-31,A,K70
600209,2020-12-31,A,E50
600210,2020-12-31,A,C29
600211,2020-12-31,A,C27
600212,2020-12-31,A,S90
600213,2020-12-31,A,C36
600215,2020-12-31,A,K70
600216,2020-12-31,A,C27
600217,2020-12-31,A,C42
600218,2020-12-31,A,C34
600219,2020-12-31,A,C32
600220,2020-12-31,A,C17
600221,2020-12-31,A,G56
600222,2020-12-31,A,C27
600223,2020-12-31,A,K70
600225,2020-12-31,A,K70
600226,2020-12-31,A,I64
600227,2020-12-31,A,C27
600228,2020-12-31,A,C26
600229,2020-12-31,A,R85
600230,2020-12-31,A,C26
600231,2020-12-31,A,C31
600232,2020-12-31,A,C17
600233,2020-12-31,A,G60
600234,2020-12-31,A,C39
600235,2020-12-31,A,C22
600236,2020-12-31,A,D44
600237,2020-12-31,A,C39
600238,2020-12-31,A,C15
600239,2020-12-31,A,K70
600241,2020-12-31,A,F51
600242,2020-12-31,A,I64
600243,2020-12-31,A,C34
600246,2020-12-31,A,K70
600248,2020-12-31,A,E48
600249,2020-12-31,A,C26
600250,2020-12-31,A,F51
600251,2020-12-31,A,C13
600252,2020-12-31,A,C27
600255,2020-12-31,A,C32
600256,2020-12-31,A,B07
600257,2020-12-31,A,A04
600258,2020-12-31,A,H61
600259,2020-12-31,A,B09
600260,2020-12-31,A,C39
600261,2020-12-31,A,C38
600262,2020-12-31,A,C35
600265,2020-12-31,A,A02
600266,2020-12-31,A,K70
600267,2020-12-31,A,C27
600268,2020-12-31,A,C38
600269,2020-12-31,A,G54
600271,2020-12-31,A,C39
600272,2020-12-31,A,F52
600273,2020-12-31,A,C26
600275,2020-12-31,A,C13
600276,2020-12-31,A,C27
600277,2020-12-31,A,C26
600278,2020-12-31,A,F51
600279,2020-12-31,A,G55
600280,2020-12-31,A,F52
600281,2020-12-31,A,C25
600282,2020-12-31,A,C31
600283,2020-12-31,A,D46
600284,2020-12-31,A,E48
600285,2020-12-31,A,C27
600287,2020-12-31,A,F51
600288,2020-12-31,A,C39
600289,2020-12-31,A,I65
600290,2020-12-31,A,C38
600291,2020-12-31,A,J68
600292,2020-12-31,A,N77
600293,2020-12-31,A,F52
600295,2020-12-31,A,C31
600297,2020-12-31,A,F52
600298,2020-12-31,A,C14
600299,2020-12-31,A,C27
600300,2020-12-31,A,C15
600301,2020-12-31,A,C26
600302,2020-12-31,A,C35
600303,2020-12-31,A,C36
600305,2020-12-31,A,C14
600306,2020-12-31,A,F52
600307,2020-12-31,A,C31
600308,2020-12-31,A,C22
600309,2020-12-31,A,C26
600310,2020-12-31,A,D44
600311,2020-12-31,A,B09
600312,2020-12-31,A,C38
600313,2020-12-31,A,A01
600315,2020-12-31,A,C26
600316,2020-12-31,A,C37
600318,2020-12-31,A,J69
600319,2020-12-31,A,C26
600320,2020-12-31,A,C35
600321,2020-12-31,A,C20
600322,2020-12-31,A,K70
600323,2020-12-31,A,N77
600325,2020-12-31,A,K70
600326,2020-12-31,A,C30
600327,2020-12-31,A,F52
600328,2020-12-31,A,C26
600329,2020-12-31,A,C27
600330,2020-12-31,A,C39
600331,2020-12-31,A,C32
600332,2020-12-31,A,C27
600333,2020-12-31,A,D45
600335,2020-12-31,A,F51
600336,2020-12-31,A,C38
600337,2020-12-31,A,F52
600338,2020-12-31,A,B09
600339,2020-12-31,A,B11
600340,2020-12-31,A,K70
600343,2020-12-31,A,C35
600345,2020-12-31,A,C39
600346,2020-12-31,A,C28
600348,2020-12-31,A,B06
600350,2020-12-31,A,G54
600351,2020-12-31,A,C27
600352,2020-12-31,A,C26
600353,2020-12-31,A,C39
600354,2020-12-31,A,A01
600355,2020-12-31,A,C39
600356,2020-12-31,A,C22
600358,2020-12-31,A,I64
600359,2020-12-31,A,A01
600360,2020-12-31,A,C39
600361,2020-12-31,A,F52
600362,2020-12-31,A,C32
600363,2020-12-31,A,C39
600365,2020-12-31,A,C15
600366,2020-12-31,A,C30
600367,2020-12-31,A,C26
600368,2020-12-31,A,G54
600369,2020-12-31,A,J67
600370,2020-12-31,A,C17
600371,2020-12-31,A,A01
600372,2020-12-31,A,C37
600373,2020-12-31,A,R85
600375,2020-12-31,A,C36
600376,2020-12-31,A,K70
600377,2020-12-31,A,G54
600378,2020-12-31,A,C26
600379,2020-12-31,A,C38
600380,2020-12-31,A,C27
600381,2020-12-31,A,C14
600382,2020-12-31,A,F51
600383,2020-12-31,A,K70
600385,2020-12-31,A,C27
600386,2020-12-31,A,F52
600387,2020-12-31,A,F51
600388,2020-12-31,A,C35
600389,2020-12-31,A,C26
600390,2020-12-31,A,J69
600391,2020-12-31,A,C37
600392,2020-12-31,A,C32
600393,2020-12-31,A,K70
600395,2020-12-31,A,B06
600396,2020-12-31,A,D44
600397,2020-12-31,A,B06
600398,2020-12-31,A,C18
600399,2020-12-31,A,C31
600400,2020-12-31,A,C18
600403,2020-12-31,A,B06
600405,2020-12-31,A,C39
600406,2020-12-31,A,I65
600408,2020-12-31,A,C31
600409,2020-12-31,A,C26
600410,2020-12-31,A,I65
600415,2020-12-31,A,L72
600416,2020-12-31,A,C34
600418,2020-12-31,A,C36
600419,2020-12-31,A,C14
600420,2020-12-31,A,C27
600421,2020-12-31,A,C34
600422,2020-12-31,A,C27
600423,2020-12-31,A,C26
600425,2020-12-31,A,C30
600426,2020-12-31,A,C26
600428,2020-12-31,A,G55
600429,2020-12-31,A,C14
600433,2020-12-31,A,C22
600435,2020-12-31,A,C39
600436,2020-12-31,A,C27
600438,2020-12-31,A,C13
600439,2020-12-31,A,C19
600444,2020-12-31,A,C34
600446,2020-12-31,A,I65
600448,2020-12-31,A,C17
600449,2020-12-31,A,C30
600452,2020-12-31,A,D44
600455,2020-12-31,A,S90
600456,2020-12-31,A,C32
600458,2020-12-31,A,C29
600459,2020-12-31,A,C32
600460,2020-12-31,A,C39
600461,2020-12-31,A,D46
600462,2020-12-31,A,L72
600463,2020-12-31,A,E48
600466,2020-12-31,A,K70
600467,2020-12-31,A,A04
600468,2020-12-31,A,C38
600469,2020-12-31,A,C29
600470,2020-12-31,A,C26
600475,2020-12-31,A,N77
600476,2020-12-31,A,I65
600477,2020-12-31,A,C33
600478,2020-12-31,A,C38
