Stkcd,Accper,Typrep,Indcd
603610,2020-12-31,A,C21
603611,2020-12-31,A,C34
603612,2020-12-31,A,C30
603613,2020-12-31,A,I64
603615,2020-12-31,A,C29
603616,2020-12-31,A,C30
603617,2020-12-31,A,C34
603618,2020-12-31,A,C38
603619,2020-12-31,A,B11
603626,2020-12-31,A,C33
603628,2020-12-31,A,C41
603629,2020-12-31,A,C33
603630,2020-12-31,A,C26
603633,2020-12-31,A,C39
603636,2020-12-31,A,I65
603637,2020-12-31,A,E48
603638,2020-12-31,A,C35
603639,2020-12-31,A,C26
603648,2020-12-31,A,L72
603650,2020-12-31,A,C26
603655,2020-12-31,A,C29
603656,2020-12-31,A,C35
603657,2020-12-31,A,C29
603658,2020-12-31,A,C27
603659,2020-12-31,A,C38
603660,2020-12-31,A,C39
603661,2020-12-31,A,C21
603662,2020-12-31,A,C40
603663,2020-12-31,A,C30
603665,2020-12-31,A,C17
603666,2020-12-31,A,C35
603667,2020-12-31,A,C34
603668,2020-12-31,A,C13
603669,2020-12-31,A,C27
603676,2020-12-31,A,C27
603677,2020-12-31,A,C38
603678,2020-12-31,A,C39
603679,2020-12-31,A,C38
603680,2020-12-31,A,C37
603681,2020-12-31,A,C26
603682,2020-12-31,A,L72
603683,2020-12-31,A,C26
603685,2020-12-31,A,C38
603686,2020-12-31,A,C35
603687,2020-12-31,A,C22
603688,2020-12-31,A,C30
603689,2020-12-31,A,D45
603690,2020-12-31,A,C35
603693,2020-12-31,A,D44
603696,2020-12-31,A,C14
603697,2020-12-31,A,C14
603698,2020-12-31,A,M74
603699,2020-12-31,A,C34
603700,2020-12-31,A,C40
603701,2020-12-31,A,C38
603703,2020-12-31,A,C38
603706,2020-12-31,A,D45
603707,2020-12-31,A,C27
603708,2020-12-31,A,F52
603709,2020-12-31,A,C21
603711,2020-12-31,A,C15
603712,2020-12-31,A,C39
603713,2020-12-31,A,G58
603716,2020-12-31,A,F51
603717,2020-12-31,A,E48
603718,2020-12-31,A,C27
603719,2020-12-31,A,F52
603721,2020-12-31,A,R86
603722,2020-12-31,A,C26
603725,2020-12-31,A,C29
603726,2020-12-31,A,C29
603727,2020-12-31,A,B11
603728,2020-12-31,A,C38
603729,2020-12-31,A,L72
603730,2020-12-31,A,C36
603733,2020-12-31,A,C22
603737,2020-12-31,A,C26
603738,2020-12-31,A,C41
603739,2020-12-31,A,C14
603755,2020-12-31,A,C14
603757,2020-12-31,A,C34
603758,2020-12-31,A,C36
603759,2020-12-31,A,D46
603766,2020-12-31,A,C37
603767,2020-12-31,A,C36
603768,2020-12-31,A,C36
603773,2020-12-31,A,C39
603776,2020-12-31,A,M74
603777,2020-12-31,A,F52
603778,2020-12-31,A,E48
603779,2020-12-31,A,C15
603786,2020-12-31,A,C36
603787,2020-12-31,A,C37
603788,2020-12-31,A,C36
603789,2020-12-31,A,C35
603790,2020-12-31,A,C26
603797,2020-12-31,A,N77
603798,2020-12-31,A,C25
603799,2020-12-31,A,C32
603800,2020-12-31,A,C35
603801,2020-12-31,A,C21
603803,2020-12-31,A,C39
603806,2020-12-31,A,C29
603808,2020-12-31,A,C18
603809,2020-12-31,A,C36
603810,2020-12-31,A,C26
603811,2020-12-31,A,C27
603813,2020-12-31,A,G54
603815,2020-12-31,A,E48
603816,2020-12-31,A,C21
603817,2020-12-31,A,D46
603818,2020-12-31,A,C21
603819,2020-12-31,A,C38
603822,2020-12-31,A,C26
603823,2020-12-31,A,C26
603825,2020-12-31,A,I64
603826,2020-12-31,A,C30
603828,2020-12-31,A,E50
603829,2020-12-31,A,C38
603833,2020-12-31,A,C21
603838,2020-12-31,A,C30
603839,2020-12-31,A,C18
603843,2020-12-31,A,E48
603848,2020-12-31,A,C33
603855,2020-12-31,A,C35
603856,2020-12-31,A,C29
603858,2020-12-31,A,C27
603859,2020-12-31,A,M74
603860,2020-12-31,A,M74
603861,2020-12-31,A,C38
603863,2020-12-31,A,C22
603866,2020-12-31,A,C14
603867,2020-12-31,A,C26
603868,2020-12-31,A,C38
603869,2020-12-31,A,I65
603871,2020-12-31,A,G58
603876,2020-12-31,A,C32
603877,2020-12-31,A,C18
603878,2020-12-31,A,C31
603879,2020-12-31,A,C26
603880,2020-12-31,A,C27
603881,2020-12-31,A,I64
603882,2020-12-31,A,Q83
603883,2020-12-31,A,F52
603885,2020-12-31,A,G56
603886,2020-12-31,A,C14
603887,2020-12-31,A,I65
603888,2020-12-31,A,I64
603889,2020-12-31,A,C17
603890,2020-12-31,A,C39
603893,2020-12-31,A,C39
603895,2020-12-31,A,C35
603896,2020-12-31,A,C27
603897,2020-12-31,A,C38
603898,2020-12-31,A,C21
603899,2020-12-31,A,C24
603900,2020-12-31,A,F52
603901,2020-12-31,A,C35
603903,2020-12-31,A,N77
603906,2020-12-31,A,C26
603908,2020-12-31,A,C18
603909,2020-12-31,A,M74
603912,2020-12-31,A,C35
603915,2020-12-31,A,C34
603916,2020-12-31,A,C26
603917,2020-12-31,A,C35
603918,2020-12-31,A,I65
603919,2020-12-31,A,C15
603920,2020-12-31,A,C39
603922,2020-12-31,A,C36
603926,2020-12-31,A,C36
603927,2020-12-31,A,I65
603928,2020-12-31,A,C26
603929,2020-12-31,A,E49
603931,2020-12-31,A,C26
603933,2020-12-31,A,C39
603936,2020-12-31,A,C39
603937,2020-12-31,A,C33
603938,2020-12-31,A,C26
603939,2020-12-31,A,F52
603948,2020-12-31,A,C26
603949,2020-12-31,A,C36
603950,2020-12-31,A,C36
603955,2020-12-31,A,E48
603956,2020-12-31,A,C35
603958,2020-12-31,A,C19
603959,2020-12-31,A,E48
603960,2020-12-31,A,C35
603963,2020-12-31,A,C27
603966,2020-12-31,A,C34
603967,2020-12-31,A,G58
603968,2020-12-31,A,C26
603969,2020-12-31,A,C33
603970,2020-12-31,A,F51
603976,2020-12-31,A,C27
603977,2020-12-31,A,C26
603978,2020-12-31,A,C32
603979,2020-12-31,A,B11
603980,2020-12-31,A,C26
603982,2020-12-31,A,C36
603983,2020-12-31,A,C26
603985,2020-12-31,A,C33
603986,2020-12-31,A,C39
603987,2020-12-31,A,C35
603988,2020-12-31,A,C38
603989,2020-12-31,A,C39
603990,2020-12-31,A,I65
603991,2020-12-31,A,C29
603992,2020-12-31,A,C29
603993,2020-12-31,A,B09
603995,2020-12-31,A,C31
603996,2020-12-31,A,C39
603997,2020-12-31,A,C36
603998,2020-12-31,A,C27
603999,2020-12-31,A,R85
605001,2020-12-31,A,C37
605003,2020-12-31,A,C17
605005,2020-12-31,A,C36
605006,2020-12-31,A,C30
605007,2020-12-31,A,C22
605008,2020-12-31,A,C26
605009,2020-12-31,A,C22
605018,2020-12-31,A,C36
605050,2020-12-31,A,G58
605055,2020-12-31,A,C17
605058,2020-12-31,A,C39
605060,2020-12-31,A,C34
605066,2020-12-31,A,C38
605068,2020-12-31,A,C19
605077,2020-12-31,A,C13
605081,2020-12-31,A,N77
605088,2020-12-31,A,C36
605099,2020-12-31,A,C24
605100,2020-12-31,A,C34
605108,2020-12-31,A,H62
605111,2020-12-31,A,C39
605116,2020-12-31,A,C27
605118,2020-12-31,A,C39
605122,2020-12-31,A,C30
605123,2020-12-31,A,C33
605128,2020-12-31,A,C36
605133,2020-12-31,A,C33
605136,2020-12-31,A,F52
605151,2020-12-31,A,C36
605155,2020-12-31,A,C41
605158,2020-12-31,A,C33
605166,2020-12-31,A,C26
605168,2020-12-31,A,L72
605169,2020-12-31,A,D45
605177,2020-12-31,A,C27
605178,2020-12-31,A,E50
605179,2020-12-31,A,C14
605183,2020-12-31,A,C26
605186,2020-12-31,A,C35
605188,2020-12-31,A,F52
605198,2020-12-31,A,C15
605199,2020-12-31,A,C27
605208,2020-12-31,A,C32
605218,2020-12-31,A,C39
605222,2020-12-31,A,C38
605228,2020-12-31,A,C36
605255,2020-12-31,A,C29
605258,2020-12-31,A,C39
605266,2020-12-31,A,F52
605268,2020-12-31,A,C33
605277,2020-12-31,A,C38
605286,2020-12-31,A,C34
605288,2020-12-31,A,C38
605289,2020-12-31,A,E50
605298,2020-12-31,A,C37
605299,2020-12-31,A,C24
605303,2020-12-31,A,A02
605318,2020-12-31,A,C41
605333,2020-12-31,A,C36
605336,2020-12-31,A,C38
605337,2020-12-31,A,C15
605338,2020-12-31,A,C14
605358,2020-12-31,A,C39
605366,2020-12-31,A,C26
605368,2020-12-31,A,D45
605369,2020-12-31,A,C35
605376,2020-12-31,A,C33
605377,2020-12-31,A,C22
605378,2020-12-31,A,C38
605388,2020-12-31,A,C15
605389,2020-12-31,A,C34
605398,2020-12-31,A,I65
605399,2020-12-31,A,C26
605500,2020-12-31,A,C22
688001,2020-12-31,A,C35
688002,2020-12-31,A,C39
688003,2020-12-31,A,C35
688004,2020-12-31,A,I65
688005,2020-12-31,A,C39
688006,2020-12-31,A,C35
688007,2020-12-31,A,C39
688008,2020-12-31,A,C39
688009,2020-12-31,A,C37
688010,2020-12-31,A,C40
688011,2020-12-31,A,C39
688012,2020-12-31,A,C35
688013,2020-12-31,A,C35
688015,2020-12-31,A,C37
688016,2020-12-31,A,C35
688017,2020-12-31,A,C34
688018,2020-12-31,A,I65
688019,2020-12-31,A,C39
688020,2020-12-31,A,C39
688021,2020-12-31,A,C35
688022,2020-12-31,A,C35
688023,2020-12-31,A,I65
688025,2020-12-31,A,C39
688026,2020-12-31,A,C29
688027,2020-12-31,A,C39
688028,2020-12-31,A,C35
688029,2020-12-31,A,C35
688030,2020-12-31,A,I65
688033,2020-12-31,A,C37
688036,2020-12-31,A,C39
688037,2020-12-31,A,C35
688039,2020-12-31,A,I65
688050,2020-12-31,A,C35
688051,2020-12-31,A,I65
688055,2020-12-31,A,C39
688056,2020-12-31,A,C40
688057,2020-12-31,A,N77
688058,2020-12-31,A,I65
688059,2020-12-31,A,C33
688060,2020-12-31,A,I65
688063,2020-12-31,A,C38
688065,2020-12-31,A,C28
688066,2020-12-31,A,I65
688068,2020-12-31,A,C27
688069,2020-12-31,A,N77
688070,2020-12-31,A,C37
688077,2020-12-31,A,C30
688078,2020-12-31,A,I65
688079,2020-12-31,A,C39
688080,2020-12-31,A,C39
688081,2020-12-31,A,C39
688083,2020-12-31,A,I65
688085,2020-12-31,A,C35
688086,2020-12-31,A,C39
688088,2020-12-31,A,I65
688089,2020-12-31,A,C14
688090,2020-12-31,A,C35
688092,2020-12-31,A,C35
688093,2020-12-31,A,C39
688095,2020-12-31,A,I65
688096,2020-12-31,A,C35
688098,2020-12-31,A,C27
688099,2020-12-31,A,I65
688100,2020-12-31,A,C39
688101,2020-12-31,A,C35
688106,2020-12-31,A,C26
688108,2020-12-31,A,C35
688109,2020-12-31,A,I65
688111,2020-12-31,A,I65
688116,2020-12-31,A,C26
688118,2020-12-31,A,I65
688122,2020-12-31,A,C32
688123,2020-12-31,A,C39
688126,2020-12-31,A,C39
688127,2020-12-31,A,C41
688128,2020-12-31,A,C35
688129,2020-12-31,A,C26
688133,2020-12-31,A,M73
688135,2020-12-31,A,C39
688136,2020-12-31,A,C27
688138,2020-12-31,A,C39
688139,2020-12-31,A,C35
688155,2020-12-31,A,C35
688156,2020-12-31,A,N77
688157,2020-12-31,A,C26
688158,2020-12-31,A,I64
688159,2020-12-31,A,C39
688160,2020-12-31,A,C40
688165,2020-12-31,A,C34
688166,2020-12-31,A,C27
688168,2020-12-31,A,I65
688169,2020-12-31,A,C38
688177,2020-12-31,A,C27
688178,2020-12-31,A,N77
688179,2020-12-31,A,M73
688180,2020-12-31,A,C27
688181,2020-12-31,A,C39
688183,2020-12-31,A,C39
688185,2020-12-31,A,C27
688186,2020-12-31,A,C33
688188,2020-12-31,A,I65
688189,2020-12-31,A,C27
688196,2020-12-31,A,C42
688198,2020-12-31,A,C35
688199,2020-12-31,A,C26
688200,2020-12-31,A,C35
688202,2020-12-31,A,M73
688208,2020-12-31,A,C39
688215,2020-12-31,A,C35
688218,2020-12-31,A,C35
688219,2020-12-31,A,C29
688221,2020-12-31,A,C27
688222,2020-12-31,A,M73
688228,2020-12-31,A,I65
688229,2020-12-31,A,I65
688233,2020-12-31,A,C30
688256,2020-12-31,A,I65
688258,2020-12-31,A,I65
688266,2020-12-31,A,C27
688268,2020-12-31,A,C26
688277,2020-12-31,A,C35
688278,2020-12-31,A,C27
688286,2020-12-31,A,C39
688288,2020-12-31,A,C39
688289,2020-12-31,A,C27
688298,2020-12-31,A,C27
688299,2020-12-31,A,C29
688300,2020-12-31,A,C30
688301,2020-12-31,A,C35
688308,2020-12-31,A,C33
688309,2020-12-31,A,C35
688310,2020-12-31,A,C35
688311,2020-12-31,A,C39
688312,2020-12-31,A,C35
688313,2020-12-31,A,C39
688316,2020-12-31,A,I65
688317,2020-12-31,A,C27
688318,2020-12-31,A,I65
688321,2020-12-31,A,C27
688328,2020-12-31,A,C35
688329,2020-12-31,A,C35
688330,2020-12-31,A,C38
688333,2020-12-31,A,C34
688335,2020-12-31,A,C35
688336,2020-12-31,A,C27
688338,2020-12-31,A,C27
688339,2020-12-31,A,C38
688350,2020-12-31,A,C26
688356,2020-12-31,A,C26
688357,2020-12-31,A,C26
688358,2020-12-31,A,C35
688360,2020-12-31,A,C34
688363,2020-12-31,A,C27
688365,2020-12-31,A,I65
688366,2020-12-31,A,C27
688368,2020-12-31,A,I65
688369,2020-12-31,A,I65
688377,2020-12-31,A,C35
688378,2020-12-31,A,C35
688379,2020-12-31,A,C33
688386,2020-12-31,A,C29
688388,2020-12-31,A,C39
688389,2020-12-31,A,C35
688390,2020-12-31,A,C38
688393,2020-12-31,A,C27
688396,2020-12-31,A,C39
688398,2020-12-31,A,C30
688399,2020-12-31,A,C27
688408,2020-12-31,A,C38
688418,2020-12-31,A,C39
688456,2020-12-31,A,C33
688466,2020-12-31,A,N77
688488,2020-12-31,A,C41
688500,2020-12-31,A,I65
688505,2020-12-31,A,C27
688508,2020-12-31,A,I65
688510,2020-12-31,A,C37
688513,2020-12-31,A,C27
688516,2020-12-31,A,C35
688518,2020-12-31,A,C35
688519,2020-12-31,A,C39
688520,2020-12-31,A,C27
688521,2020-12-31,A,I65
688526,2020-12-31,A,C27
688528,2020-12-31,A,C40
688529,2020-12-31,A,C35
688536,2020-12-31,A,I65
688550,2020-12-31,A,C26
688551,2020-12-31,A,C35
688555,2020-12-31,A,I65
688556,2020-12-31,A,C35
688557,2020-12-31,A,C34
688558,2020-12-31,A,C34
688559,2020-12-31,A,C35
688560,2020-12-31,A,C29
688561,2020-12-31,A,I65
688566,2020-12-31,A,C27
688567,2020-12-31,A,C38
688568,2020-12-31,A,I65
688569,2020-12-31,A,C37
688571,2020-12-31,A,C26
688577,2020-12-31,A,C34
688578,2020-12-31,A,C26
688579,2020-12-31,A,I65
688580,2020-12-31,A,C35
688585,2020-12-31,A,C26
688586,2020-12-31,A,C37
688588,2020-12-31,A,I65
688589,2020-12-31,A,I65
688590,2020-12-31,A,I65
688595,2020-12-31,A,C39
688596,2020-12-31,A,C34
688598,2020-12-31,A,C30
688599,2020-12-31,A,C38
688600,2020-12-31,A,C40
688606,2020-12-31,A,C27
688607,2020-12-31,A,C35
688608,2020-12-31,A,C39
688609,2020-12-31,A,C39
688616,2020-12-31,A,C40
688617,2020-12-31,A,C35
688618,2020-12-31,A,C39
688619,2020-12-31,A,I65
688626,2020-12-31,A,C27
688628,2020-12-31,A,C40
688630,2020-12-31,A,C35
688633,2020-12-31,A,C35
688656,2020-12-31,A,C27
688658,2020-12-31,A,C27
688663,2020-12-31,A,C38
688665,2020-12-31,A,C39
688668,2020-12-31,A,C39
688669,2020-12-31,A,C29
688677,2020-12-31,A,C35
688678,2020-12-31,A,C34
688679,2020-12-31,A,N77
688680,2020-12-31,A,C29
688683,2020-12-31,A,C39
688686,2020-12-31,A,C40
688687,2020-12-31,A,C27
688689,2020-12-31,A,C39
688696,2020-12-31,A,C39
688698,2020-12-31,A,C40
688699,2020-12-31,A,I65
688777,2020-12-31,A,I65
688788,2020-12-31,A,C39
688819,2020-12-31,A,C38
688981,2020-12-31,A,C39
689009,2020-12-31,A,C39
900929,2020-12-31,A,L72
900939,2020-12-31,A,E50
900948,2020-12-31,A,B06
900953,2020-12-31,A,C36
900957,2020-12-31,A,K70
